exo_circ_ID	CircRNA	CRC1	CRC2	CRC3	CRC4	CRC5	CRC6	CRC7	CRC8	CRC9	CRC10	CRC11	CRC12
exo_circ_035981	chr13:25312882-25321093:+	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_035982	chr13:30240459-30283791:-	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_035984	chr13:40949805-40951436:-	0	0	0	0	0	0	0	27.621	0	0	17.548	0
exo_circ_035985	chr13:42214506-42229284:+	0	0	0	0	123.936	0	0	0	0	0	0	0
exo_circ_035987	chr13:51771820-51791257:-	42.195	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_035988	chr13:95161188-95164518:-	0	0	14.513	0	0	0	93.387	0	0	0	0	0
exo_circ_035989	chr13:95785938-95787155:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_035997	chr14:49674349-49675003:-	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_035998	chr14:50145476-50150230:-	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036003	chr14:88754511-88754671:-	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_036010	chr15:43003836-43017181:-	0	0	0	0	0	0	0	0	0	96.451	0	0
exo_circ_036020	chr15:76283756-76295737:-	0	0	0	0	0	0	0	0	0	0	0	64.833
exo_circ_036024	chr15:92953356-92974950:+	0	0	0	17.606	0	0	0	0	0	0	0	0
exo_circ_036030	chr16:2757471-2760499:+	0	0	0	0	0	0	0	55.242	0	48.225	0	0
exo_circ_036034	chr16:47497398-47562495:+	0	77.442	0	0	0	0	0	0	0	0	0	0
exo_circ_036041	chr17:16087171-16087345:-	0	0	0	0	0	0	0	110.484	0	0	0	0
exo_circ_036045	chr17:43780515-43784511:+	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_036048	chr17:6606872-6612148:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036049	chr17:67120404-67138114:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036053	chr17:78802323-78803978:-	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036057	chr18:12695253-12701113:-	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_036058	chr18:13438243-13484119:+	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036064	chr19:37771563-37773751:-	0	0	58.053	0	0	0	0	55.242	0	0	0	0
exo_circ_036065	chr19:39485543-39486495:+	0	0	0	0	41.312	0	0	0	0	0	0	0
exo_circ_036068	chr20:34072065-34077245:+	0	0	0	0	0	0	0	0	0	24.113	0	0
exo_circ_036070	chr20:37765196-37768044:+	0	0	0	0	0	74.832	0	0	0	0	0	0
exo_circ_036071	chr20:3910576-3912634:+	0	77.442	0	0	0	0	0	0	0	0	0	0
exo_circ_036072	chr20:417525-417930:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036074	chr20:46393092-46394503:-	0	0	0	70.424	0	0	0	0	0	0	0	0
exo_circ_036076	chr20:49066191-49066510:+	0	0	0	0	0	0	0	0	98.474	0	0	0
exo_circ_036078	chr20:50918660-50928825:-	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036079	chr20:59743106-59774490:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_036080	chr20:59767185-59774490:+	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036083	chr22:17655661-17655832:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036088	chrX:115633999-115643508:+	0	0	0	0	0	0	0	0	0	0	35.096	0
exo_circ_036089	chrX:119410189-119417640:+	0	0	14.513	0	0	0	62.258	0	0	0	0	0
exo_circ_036090	chrX:119931935-119932216:-	0	0	0	0	0	0	0	0	0	0	0	16.208
exo_circ_036095	chrX:41144521-41151057:+	0	0	58.053	0	0	0	0	0	26.857	0	0	0
exo_circ_036104	chr1:107617566-107642755:-	0	38.721	0	0	0	0	0	0	0	0	0	0
exo_circ_036108	chr1:13753185-13754365:+	0	0	0	70.424	0	0	0	0	0	0	0	0
exo_circ_036113	chr1:15909320-15920983:+	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036115	chr1:161958445-161958710:+	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036118	chr1:171535427-171566843:+	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_036122	chr1:19193432-19201815:-	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036123	chr1:193069033-193070619:+	0	0	43.539	0	0	0	0	0	0	0	0	0
exo_circ_036124	chr1:203847183-203848407:+	0	0	36.283	0	0	0	0	0	0	0	0	0
exo_circ_036126	chr1:20860384-20886371:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036127	chr1:21861756-21862115:-	0	0	0	35.212	0	0	0	55.242	0	0	0	0
exo_circ_036128	chr1:229495494-229496047:-	0	0	87.079	0	0	0	0	0	0	0	0	0
exo_circ_036129	chr1:234418083-234427766:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036130	chr1:236835546-236853088:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_036132	chr1:25446761-25456831:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036138	chr1:35014696-35019602:-	0	0	0	17.606	0	0	0	0	0	0	0	0
exo_circ_036140	chr1:37832244-37840158:-	42.195	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036144	chr1:47260288-47260539:-	0	0	0	0	0	0	93.387	0	0	0	0	0
exo_circ_036145	chr1:47301560-47310362:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036147	chr1:53818970-53828173:-	0	0	14.513	0	0	0	0	0	35.809	0	0	0
exo_circ_036152	chr1:77813733-77815231:+	0	0	87.079	0	0	0	0	0	0	0	0	0
exo_circ_036153	chr1:86734601-86742436:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036155	chr2:105764329-105816613:+	0	0	0	0	0	0	93.387	0	0	0	0	0
exo_circ_036157	chr2:112740817-112742769:-	0	0	0	0	0	0	0	0	107.426	0	0	0
exo_circ_036158	chr2:113913171-113917008:+	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_036160	chr2:121459979-121469960:-	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_036161	chr2:128170287-128171284:+	0	0	0	88.03	0	0	0	0	0	0	0	0
exo_circ_036164	chr2:143951981-143970762:-	0	0	0	17.606	0	0	0	0	0	0	0	0
exo_circ_036168	chr2:15178987-15218968:-	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036170	chr2:15504144-15511350:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036175	chr2:171946707-171953001:+	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036176	chr2:174581309-174585611:-	0	38.721	0	0	0	0	0	0	0	0	0	0
exo_circ_036179	chr2:195716636-195728349:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036180	chr2:201008972-201022932:-	0	0	0	0	0	0	0	0	26.857	0	0	0
exo_circ_036182	chr2:202724916-202726363:+	0	58.082	0	0	0	0	0	0	0	0	0	0
exo_circ_036183	chr2:20297552-20327378:-	0	0	0	0	0	0	0	55.242	0	48.225	0	0
exo_circ_036184	chr2:203151464-203166297:+	0	0	0	0	0	37.416	0	0	0	0	0	0
exo_circ_036185	chr2:207124343-207165706:-	0	0	0	70.424	0	0	0	0	0	0	0	0
exo_circ_036190	chr2:23875828-23880755:-	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036191	chr2:240005209-240014860:-	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_036195	chr2:32575155-32607643:+	0	0	58.053	0	0	0	15.564	0	0	0	0	0
exo_circ_036198	chr2:33243661-33263392:+	0	77.442	0	0	0	0	0	0	0	0	0	0
exo_circ_036202	chr2:39272282-39280356:-	0	0	0	0	0	0	0	0	0	0	87.74	0
exo_circ_036205	chr2:55355578-55364033:-	0	0	0	0	0	0	0	0	0	72.338	0	0
exo_circ_036216	chr2:85637368-85645083:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036218	chr2:99442316-99464985:-	21.097	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036221	chr3:105702093-105704173:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036226	chr3:124712934-124717385:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036227	chr3:125447726-125460860:-	21.097	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036228	chr3:133575038-133584150:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036229	chr3:138733360-138759359:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036230	chr3:155897926-155906263:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036232	chr3:158681994-158691648:+	63.292	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036239	chr3:183833491-183844326:-	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036241	chr3:196368027-196403019:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036246	chr3:32128075-32146734:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036252	chr3:41896821-41911659:-	0	19.361	0	0	0	0	0	0	0	0	0	0
exo_circ_036257	chr3:51541588-51627754:+	0	0	43.539	0	0	0	0	0	0	0	0	0
exo_circ_036259	chr3:71690009-71728623:-	0	0	43.539	35.212	0	0	0	0	0	0	0	0
exo_circ_036261	chr3:81577924-81586190:-	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_036262	chr3:9750944-9751957:+	0	0	0	17.606	0	0	0	0	0	0	0	0
exo_circ_036265	chr4:105190359-105202118:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036278	chr4:42524762-42552610:-	0	0	0	0	0	0	0	0	0	0	70.192	0
exo_circ_036280	chr4:55408944-55417985:+	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_036285	chr4:86029196-86067955:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036286	chr4:88747630-88747851:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036291	chr5:138372673-138372841:+	0	0	43.539	0	0	0	62.258	0	0	0	0	0
exo_circ_036294	chr5:146498535-146503539:+	0	0	0	0	0	0	93.387	0	0	0	0	0
exo_circ_036299	chr5:179593477-179593645:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036302	chr5:40728344-40775503:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036304	chr5:62353274-62357745:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036306	chr5:62377660-62381253:+	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036311	chr5:79640850-79649190:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036314	chr6:11213280-11213727:-	21.097	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036321	chr6:127829475-127855188:-	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036323	chr6:129607892-129616303:-	0	0	0	0	0	0	0	0	0	0	17.548	0
exo_circ_036324	chr6:143789764-143790071:+	0	0	87.079	0	0	0	0	0	0	0	0	0
exo_circ_036327	chr6:158143055-158150589:-	0	0	0	0	0	0	77.822	0	0	0	0	0
exo_circ_036329	chr6:161101891-161111958:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036344	chr7:105062163-105077433:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036346	chr7:112455762-112459018:+	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036347	chr7:122736954-122789130:-	0	77.442	0	0	0	0	0	0	17.904	0	0	0
exo_circ_036348	chr7:123479794-123512344:-	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_036351	chr7:139626600-139631725:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036360	chr7:25155010-25161260:-	0	0	0	52.818	0	0	0	0	0	0	0	0
exo_circ_036364	chr7:50710874-50727890:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036365	chr7:55923161-55923699:+	0	0	87.079	0	0	0	0	0	17.904	0	0	0
exo_circ_036371	chr7:77571077-77607301:+	21.097	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036372	chr7:77893607-77901920:+	63.292	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036379	chr8:116655855-116726172:-	0	0	0	88.03	0	0	0	0	0	0	0	0
exo_circ_036383	chr8:130112093-130180880:-	0	0	0	35.212	0	0	0	0	0	0	0	0
exo_circ_036387	chr8:23434316-23439915:-	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_036389	chr8:33503428-33503935:-	0	0	0	0	0	0	0	0	0	0	0	32.416
exo_circ_036390	chr8:38288486-38289505:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036393	chr8:55941854-55950784:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036394	chr8:66444366-66444748:+	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_036395	chr8:66597329-66602523:-	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_036397	chr8:86435451-86448513:+	0	0	0	0	0	0	108.951	0	0	0	0	0
exo_circ_036399	chr8:98721073-98728621:-	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036400	chr9:100308499-100349372:-	0	0	0	0	0	0	0	55.242	0	24.113	0	0
exo_circ_036404	chr9:123809113-123879021:-	42.195	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036405	chr9:125018798-125026910:-	0	0	0	0	0	0	0	0	26.857	0	0	0
exo_circ_036414	chr9:2161685-2192802:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036432	chr10:15140986-15141557:-	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_036433	chr10:16695022-16782084:-	0	0	14.513	0	0	0	0	0	0	0	0	0
exo_circ_036436	chr10:27138766-27145590:-	0	58.082	0	0	0	0	0	0	0	0	0	0
exo_circ_036441	chr10:68761006-68771445:+	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036443	chr10:69386322-69392308:+	0	77.442	0	0	0	0	0	0	0	0	0	0
exo_circ_036453	chr11:108227775-108229323:+	0	38.721	0	0	0	0	0	0	0	0	0	0
exo_circ_036458	chr11:125003866-125005212:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036461	chr11:16841546-16855914:-	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_036462	chr11:28296796-28362036:+	0	0	0	0	0	0	0	27.621	8.952	0	0	0
exo_circ_036464	chr11:45969814-45979966:-	0	0	0	88.03	0	0	0	0	0	0	0	0
exo_circ_036465	chr11:65443063-65444059:+	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_036467	chr11:67207509-67215949:+	0	0	0	0	0	0	0	0	0	24.113	0	0
exo_circ_036468	chr11:72841453-72843532:-	0	0	0	0	0	0	0	0	71.618	0	0	0
exo_circ_036470	chr11:93675570-93679552:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036478	chr12:116964696-116964854:+	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036481	chr12:118189806-118201463:-	0	0	0	0	0	0	0	55.242	17.904	0	0	0
exo_circ_036491	chr12:20650444-20654205:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036492	chr12:22474750-22493337:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036495	chr12:50685832-50697175:+	0	0	0	17.606	0	0	0	0	0	0	0	0
exo_circ_036496	chr12:56168059-56170208:-	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036497	chr12:57266730-57269994:-	0	0	0	0	0	0	0	0	0	0	70.192	0
exo_circ_036502	chr12:68715626-68741980:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036506	chr12:79665666-79668408:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036509	chr12:89425160-89497342:-	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036514	chr13:19772241-19772543:-	0	0	0	0	0	0	46.693	0	0	0	0	0
exo_circ_036523	chr13:51727677-51739175:+	21.097	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036528	chr13:95074213-95163216:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036529	chr13:95763832-95787155:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036533	chr14:24855935-24857157:-	0	0	87.079	0	0	0	0	0	0	0	0	0
exo_circ_036535	chr14:31347747-31347907:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036536	chr14:34783761-34795765:-	0	0	72.566	0	0	0	0	0	0	0	0	0
exo_circ_036537	chr14:35266726-35270596:+	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_036548	chr14:64564750-64574589:+	0	38.721	0	0	0	0	0	0	0	0	0	0
exo_circ_036550	chr14:75100991-75107487:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036555	chr14:88607242-88610940:+	0	0	0	0	0	0	0	0	0	24.113	0	0
exo_circ_036560	chr14:91993808-92006448:-	0	0	0	52.818	0	0	0	0	0	0	0	0
exo_circ_036563	chr14:96527429-96528006:+	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036567	chr15:43015687-43025429:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036568	chr15:43047160-43056442:-	0	0	0	0	0	0	15.564	0	8.952	0	0	0
exo_circ_036572	chr15:56666394-56693215:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036575	chr15:58883625-58890461:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036576	chr15:58892896-58893364:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036586	chr15:80979387-80982182:-	21.097	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036588	chr15:83030135-83056545:-	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036591	chr15:90494712-90497340:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036592	chr15:92924320-92946216:+	21.097	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036594	chr15:99218587-99228732:-	0	77.442	0	0	0	0	0	0	0	0	0	0
exo_circ_036595	chr16:1385207-1385385:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036596	chr16:15615829-15623123:-	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_036602	chr16:68121986-68191775:+	0	0	0	0	0	0	0	0	0	0	0	48.625
exo_circ_036605	chr16:74938149-74956610:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036612	chr17:28917284-28921808:-	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036613	chr17:29475669-29502723:+	0	0	0	0	0	0	0	55.242	35.809	0	0	0
exo_circ_036616	chr17:29671934-29684684:-	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_036620	chr17:37535978-37542565:-	0	0	0	0	82.624	0	0	0	8.952	0	0	0
exo_circ_036632	chr17:61889785-61893899:-	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036633	chr17:63751939-63752429:-	0	0	0	0	82.624	0	0	0	0	0	0	0
exo_circ_036634	chr17:67086828-67109686:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036643	chr18:20979909-21044186:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036645	chr18:2688393-2707920:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036649	chr18:47896520-47896809:-	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036655	chr19:43732857-43734495:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036657	chr19:47264602-47264916:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036658	chr19:47500632-47503502:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036664	chr19:53809586-53814988:-	0	0	0	0	0	0	0	0	0	0	0	16.208
exo_circ_036665	chr19:57455652-57456100:-	0	0	0	0	0	0	0	0	0	0	35.096	0
exo_circ_036672	chr20:37040152-37055656:-	0	0	0	35.212	0	0	0	0	0	0	0	0
exo_circ_036673	chr20:37171911-37174116:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036685	chr21:42518276-42525857:+	0	0	87.079	0	0	0	0	0	0	0	0	0
exo_circ_036686	chr21:44076551-44080127:+	84.39	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036691	chr22:31441773-31449531:-	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036696	chr22:45718412-45729590:+	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036699	chrX:102865041-102905737:+	0	0	58.053	0	0	0	0	0	0	0	0	0
exo_circ_036701	chrX:118392631-118410994:+	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_036705	chrX:134473358-134475364:+	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036706	chrX:136219397-136226013:-	0	0	0	0	0	37.416	0	0	0	0	0	0
exo_circ_036707	chrX:136222392-136226013:-	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_036708	chrX:154361978-154362148:-	0	0	0	0	0	0	0	55.242	53.713	0	0	0
exo_circ_036726	chr1:13742004-13749487:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036728	chr1:150929966-150941428:+	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036729	chr1:154225083-154227359:+	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036737	chr1:172128112-172131288:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036741	chr1:176027571-176085890:-	0	0	14.513	0	0	0	0	0	0	0	0	0
exo_circ_036753	chr1:212100251-212102952:+	0	0	0	0	0	0	0	27.621	0	0	0	0
exo_circ_036755	chr1:212997154-213007198:-	42.195	0	14.513	0	0	0	0	0	0	0	0	0
exo_circ_036756	chr1:2146026-2150978:+	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036757	chr1:21721035-21729829:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036762	chr1:229444913-229452643:-	0	0	0	35.212	0	0	0	0	0	0	0	0
exo_circ_036766	chr1:235800319-235813061:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036767	chr1:236178413-236183906:+	0	0	0	0	0	0	0	0	0	0	70.192	0
exo_circ_036769	chr1:24360850-24369839:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036799	chr1:62535492-62539892:-	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036801	chr1:65364634-65379524:+	0	0	43.539	0	0	0	0	0	0	0	0	0
exo_circ_036813	chr1:88740987-88807775:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036816	chr1:90010087-90022345:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036824	chr2:127993186-128010393:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036828	chr2:135772419-135776351:+	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036830	chr2:161161284-161166349:+	0	0	0	0	0	0	0	0	0	0	70.192	0
exo_circ_036831	chr2:169537226-169557297:-	0	0	0	0	0	0	31.129	0	0	0	0	0
exo_circ_036833	chr2:169896506-169906164:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036844	chr2:186081329-186178691:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036846	chr2:190670325-190673152:+	0	0	43.539	0	0	0	31.129	0	0	0	0	0
exo_circ_036848	chr2:197416740-197421133:-	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036850	chr2:200920221-200921139:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036852	chr2:201185770-201187799:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036860	chr2:206127796-206127972:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036868	chr2:230183571-230186143:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036869	chr2:230442936-230446902:+	0	0	0	0	0	0	0	0	0	48.225	0	0
exo_circ_036872	chr2:230908143-230911096:-	0	0	0	0	0	0	0	0	0	0	52.644	0
exo_circ_036876	chr2:23762208-23816720:-	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036878	chr2:23819746-23834078:-	0	77.442	0	0	0	0	0	0	0	0	0	0
exo_circ_036879	chr2:23875828-23895970:-	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_036886	chr2:27470927-27471095:-	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_036887	chr2:30459551-30459722:+	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036891	chr2:32478634-32505205:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036892	chr2:32575155-32575366:+	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036895	chr2:33309433-33397282:+	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_036900	chr2:38343267-38343512:-	0	0	0	70.424	0	0	0	0	0	0	0	0
exo_circ_036904	chr2:43505621-43527988:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036905	chr2:43794456-43810456:+	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_036909	chr2:45488239-45562756:-	0	0	0	0	0	0	0	0	35.809	0	0	0
exo_circ_036920	chr2:63484603-63500012:-	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_036926	chr2:68502730-68515736:+	0	0	0	0	41.312	0	0	0	0	0	0	0
exo_circ_036928	chr2:69400363-69432005:-	0	38.721	0	0	0	0	0	0	0	0	0	0
exo_circ_036935	chr2:9350807-9385358:+	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_036947	chr3:113358744-113381060:-	0	0	0	0	0	0	0	0	26.857	0	0	0
exo_circ_036954	chr3:124796387-124821474:-	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_036966	chr3:143985542-144034680:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_036991	chr3:184364965-184365226:+	0	0	0	0	0	0	0	0	17.904	0	0	0
exo_circ_037004	chr3:37315419-37321886:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_037005	chr3:44361364-44367708:+	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_037014	chr3:53099380-53111908:-	0	0	0	0	0	0	15.564	0	0	0	0	0
exo_circ_037017	chr3:57907883-57909150:+	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_037019	chr3:58365873-58397200:+	0	0	0	0	0	0	0	0	53.713	0	0	0
exo_circ_037023	chr3:9453738-9454101:+	0	0	0	0	0	0	0	55.242	0	0	0	0
exo_circ_037026	chr4:109940982-109988709:+	0	38.721	0	0	0	0	0	0	0	0	0	0
exo_circ_037027	chr4:118816743-118817412:-	0	0	43.539	0	0	0	0	0	0	0	0	0
exo_circ_037029	chr4:119552549-119607297:-	42.195	0	0	0	0	0	0	0	0	0	0	0
exo_circ_037038	chr4:142193086-142238011:-	0	0	0	0	0	0	0	0	8.952	0	0	0
exo_circ_037040	chr4:143538589-143538938:+	0	0	29.026	0	0	0	0	0	0	0	0	0
exo_circ_037042	chr4:150277852-150286034:-	0	0	0	0	0	0	62.258	0	0	0	0	0
exo_circ_037044	chr4:155774967-155794086:+	0	0	0	0	0	0	46.693	0	0	0	0	0
exo_circ_037047	chr4:176711498-176731524:-	0	0	0	0	0	0	0	55.242	0	0	0	0
