exo_circ_ID	CircRNA	CHD1	CHD2	CHD3	CHD4	CHD5	CHD6
exo_circ_013246	chr15:99645560-99675458:+	0	0	0	0	289.961	0
exo_circ_013249	chr17:28921687-28924302:-	0	0	0	0	259.965	0
exo_circ_013275	chr1:151658234-151668635:+	0	371.046	0	0	0	0
exo_circ_013282	chr1:186390710-186391791:+	0	0	0	660.888	0	0
exo_circ_013296	chr2:196292564-196308085:-	0	0	115.384	0	0	0
exo_circ_013301	chr2:218656149-218656463:-	0	0	134.615	0	159.978	0
exo_circ_013307	chr2:43590823-43592416:-	0	0	0	0	179.976	0
exo_circ_013308	chr2:45840379-45843063:+	0	0	0	104.775	0	0
exo_circ_013315	chr3:127694974-127695190:-	0	0	105.769	701.186	59.992	0
exo_circ_013320	chr3:45721999-45723543:+	0	0	365.383	0	0	0
exo_circ_013324	chr3:63988058-63990859:+	0	0	0	0	249.966	0
exo_circ_013325	chr4:128888678-128946152:-	0	0	76.923	0	0	0
exo_circ_013346	chr7:11028680-11062085:+	0	0	0	322.384	0	0
exo_circ_013347	chr7:138515211-138538803:+	0	0	0	0	169.977	0
exo_circ_013354	chr8:140789473-140819020:-	0	0	307.691	0	0	0
exo_circ_013368	chr10:5709529-5712918:+	0	0	0	0	619.916	0
exo_circ_013371	chr10:80053395-80056405:-	0	0	201.922	0	0	0
exo_circ_013377	chr11:64728862-64730194:-	0	0	0	0	359.951	0
exo_circ_013380	chr12:5921039-5922804:-	0	0	0	0	0	798.454
exo_circ_013382	chr12:79786373-79788783:-	0	0	0	0	149.98	0
exo_circ_013387	chr14:102714422-102721377:+	0	0	0	0	359.951	0
exo_circ_013390	chr14:61720381-61721823:+	0	0	249.999	0	0	0
exo_circ_013399	chr15:85655416-85655787:+	0	0	0	451.338	0	0
exo_circ_013403	chr17:5361207-5365238:+	0	0	0	0	59.992	0
exo_circ_013411	chr18:36030807-36033837:-	0	0	0	0	299.96	0
exo_circ_013415	chr19:17180926-17184987:+	0	0	374.998	0	0	0
exo_circ_013417	chr19:48149762-48151339:-	0	0	153.845	0	69.991	0
exo_circ_013425	chr1:11073933-11076948:-	0	0	0	0	399.946	0
exo_circ_013428	chr1:20857402-20865262:-	0	0	317.306	0	0	0
exo_circ_013433	chr1:235693349-235716778:-	602.737	0	0	0	0	0
exo_circ_013439	chr1:53266472-53271346:-	0	0	0	0	439.941	0
exo_circ_013448	chr2:241403827-241413421:+	0	525.649	0	0	0	0
exo_circ_013453	chr2:55206269-55222493:-	0	0	403.844	0	0	0
exo_circ_013475	chr5:65680493-65685472:-	0	0	0	0	499.933	0
exo_circ_013488	chr6:149603267-149603730:-	0	0	0	0	539.927	0
exo_circ_013512	chr9:76067954-76071898:+	0	0	0	0	299.96	0
exo_circ_013522	chr11:16318445-16341252:-	0	0	96.153	0	0	0
exo_circ_013529	chr12:5799506-5854141:-	0	0	115.384	0	0	0
exo_circ_013542	chr15:63553714-63574403:+	0	0	0	0	409.945	0
exo_circ_013546	chr15:90486953-90491545:+	0	0	0	0	129.982	0
exo_circ_013561	chr22:31447425-31450360:-	0	0	0	0	339.954	0
exo_circ_013568	chr1:161791407-161792327:+	0	0	249.999	0	0	0
exo_circ_013569	chr1:161851721-161863312:+	0	0	0	0	409.945	0
exo_circ_013571	chr1:165743166-165754274:-	0	0	0	612.53	0	0
exo_circ_013611	chr3:149520830-149527969:-	0	0	0	0	259.965	0
exo_circ_013617	chr3:47678197-47686170:-	0	0	346.152	0	0	0
exo_circ_013623	chr4:147854675-147875150:+	0	0	0	0	399.946	0
exo_circ_013653	chr6:35869009-35872728:-	0	0	0	0	159.978	0
exo_circ_013670	chr8:31141429-31150455:+	318.111	0	0	0	0	0
exo_circ_013673	chr8:55981746-55981985:+	401.825	0	0	0	0	0
exo_circ_013678	chr9:100441905-100442356:+	0	0	288.46	0	289.961	0
exo_circ_013691	chr10:77853353-77854370:-	0	0	384.614	0	0	0
exo_circ_013693	chr10:96620351-96628493:-	0	0	211.537	0	0	0
exo_circ_013697	chr11:12764178-12764434:+	0	0	0	225.669	0	0
exo_circ_013711	chr12:411746-438554:+	33.485	0	0	0	0	0
exo_circ_013721	chr13:20855626-20868701:-	0	0	0	0	139.981	0
exo_circ_013722	chr13:30251930-30255615:-	477.167	0	0	0	0	0
exo_circ_013727	chr14:52455323-52470680:-	0	0	0	0	339.954	0
exo_circ_013730	chr14:65432036-65455718:+	0	0	0	596.411	0	0
exo_circ_013737	chr15:40985337-40987974:-	0	0	0	0	339.954	0
exo_circ_013741	chr15:44490783-44496458:+	502.281	0	0	0	0	0
exo_circ_013745	chr15:89268398-89276891:+	0	0	0	0	289.961	0
exo_circ_013750	chr16:53439015-53454842:+	0	0	0	0	199.973	0
exo_circ_013753	chr17:2464207-2473664:-	0	0	105.769	0	0	0
exo_circ_013760	chr18:21560858-21568094:-	560.881	0	0	0	0	0
exo_circ_013769	chr20:44503814-44512994:-	0	0	0	0	129.982	0
exo_circ_013776	chr21:33340998-33343676:+	0	0	403.844	0	0	0
exo_circ_013779	chr22:25672295-25695214:+	0	0	211.537	0	0	0
exo_circ_013795	chr1:205710822-205711978:-	0	0	307.691	0	0	0
exo_circ_013799	chr1:26447558-26460144:+	0	0	0	467.457	0	0
exo_circ_013809	chr2:175080659-175118369:-	0	0	384.614	0	0	0
exo_circ_013810	chr2:182952404-182957596:-	0	0	0	0	379.949	0
exo_circ_013831	chr2:99103966-99110915:-	368.34	0	0	0	0	0
exo_circ_013843	chr3:194419338-194419812:-	0	0	317.306	0	0	0
exo_circ_013853	chr4:105693298-105695668:-	0	0	0	443.278	0	0
exo_circ_013855	chr4:119519044-119560363:-	0	0	0	0	329.955	0
exo_circ_013867	chr5:151198996-151205475:-	0	0	0	0	139.981	0
exo_circ_013923	chr9:5797816-5831028:-	0	293.745	0	0	0	0
exo_circ_013976	chr15:90766909-90769586:+	0	0	0	0	339.954	0
exo_circ_013979	chr16:27346466-27358994:+	0	0	423.075	0	0	0
exo_circ_013980	chr16:29833732-29836958:+	326.483	0	0	0	0	0
exo_circ_013981	chr16:30664714-30666541:+	0	0	0	0	319.957	0
exo_circ_014000	chr18:50924097-50932360:+	410.196	0	0	0	0	0
exo_circ_014029	chr1:224952684-225007544:+	0	0	307.691	0	0	0
exo_circ_014034	chr1:30964673-30995220:-	0	0	278.845	0	109.985	0
exo_circ_014035	chr1:32797415-32797843:-	477.167	0	0	0	0	0
exo_circ_014067	chr2:6940947-6997061:+	0	0	211.537	0	0	0
exo_circ_014068	chr2:70230755-70236175:-	0	0	0	0	449.939	0
exo_circ_014077	chr3:170359698-170391260:+	0	0	346.152	0	0	0
exo_circ_014083	chr3:196471639-196488683:-	0	0	288.46	0	0	0
exo_circ_014115	chr5:10390331-10391731:+	0	0	0	0	379.949	0
exo_circ_014142	chr6:35872562-35891013:-	0	0	0	0	329.955	0
exo_circ_014163	chr7:65979398-65980409:-	0	0	326.922	0	0	0
exo_circ_014231	chr12:69251128-69260197:+	0	0	86.538	0	0	0
exo_circ_014235	chr13:111209871-111233293:+	0	0	326.922	0	0	0
exo_circ_014236	chr13:114250548-114257230:+	0	0	0	0	99.987	0
exo_circ_014240	chr13:41777984-41833531:-	0	0	307.691	0	0	0
exo_circ_014279	chr17:1050049-1091850:-	0	0	259.614	0	19.997	0
exo_circ_014298	chr17:81596115-81597316:-	0	0	0	0	299.96	0
exo_circ_014306	chr19:14441142-14441443:+	0	0	0	0	99.987	0
exo_circ_014311	chr19:6913652-6916368:+	0	0	249.999	0	0	0
exo_circ_014367	chr1:52954739-52961629:+	0	0	336.537	0	0	0
exo_circ_014380	chr2:128113083-128145967:+	0	0	0	257.907	0	0
exo_circ_014381	chr2:15488893-15504213:-	0	0	0	0	249.966	0
exo_circ_014400	chr2:37049652-37057480:-	0	0	0	0	129.982	0
exo_circ_014410	chr2:8908620-8943264:-	0	0	163.461	0	0	0
exo_circ_014421	chr3:122605935-122635907:+	0	0	0	0	229.969	0
exo_circ_014435	chr3:42091445-42093426:+	0	0	249.999	0	0	0
exo_circ_014473	chr5:146267648-146269584:+	0	0	0	0	129.982	0
exo_circ_014482	chr5:52864762-52865817:+	0	0	0	0	119.984	0
exo_circ_014522	chr7:100415974-100416456:-	0	0	298.075	0	0	0
exo_circ_014538	chr7:73449541-73463099:-	0	0	0	0	349.953	0
exo_circ_014553	chr8:41727249-41728006:-	0	0	288.46	0	0	0
exo_circ_014554	chr8:41974703-41981954:-	0	0	144.23	0	0	0
exo_circ_014578	chr9:85618982-85660973:-	0	0	0	0	239.968	0
exo_circ_014583	chr10:11955231-11959356:-	0	0	0	0	279.962	0
exo_circ_014648	chr13:20026611-20059562:+	0	0	0	0	359.951	0
exo_circ_014665	chr14:61476329-61485656:+	0	0	0	0	359.951	0
exo_circ_014730	chr17:8520877-8535931:-	0	0	0	241.788	0	0
exo_circ_014791	chrX:130074048-130074752:-	0	0	0	0	179.976	0
exo_circ_014794	chrX:19392001-19400663:-	0	0	96.153	0	0	0
exo_circ_014797	chrX:77688817-77717243:-	0	0	0	0	189.974	0
exo_circ_014861	chr1:235780864-235792125:-	0	0	0	0	119.984	0
exo_circ_014924	chr2:152626524-152640914:+	0	0	173.076	0	0	0
exo_circ_014931	chr2:170015280-170055584:+	0	0	0	0	209.972	0
exo_circ_014984	chr2:99376346-99379428:+	0	0	0	0	159.978	0
exo_circ_014987	chr3:113249721-113250833:+	0	170.063	0	0	0	0
exo_circ_015000	chr3:15720914-15751820:-	0	0	249.999	0	0	0
exo_circ_015010	chr3:183736717-183756689:+	0	0	201.922	0	0	0
exo_circ_015024	chr3:42087103-42091560:+	0	0	134.615	0	0	0
exo_circ_015047	chr4:147660845-147673874:-	0	0	240.383	0	0	0
exo_circ_015063	chr4:67798638-67802419:+	0	0	0	0	209.972	0
exo_circ_015080	chr5:138518691-138529678:-	0	0	9.615	0	209.972	0
exo_circ_015086	chr5:148636988-148677235:-	0	0	0	0	179.976	0
exo_circ_015110	chr5:65576878-65583219:+	0	0	192.307	0	0	0
exo_circ_015128	chr6:144458769-144459354:+	0	0	0	0	199.973	0
exo_circ_015130	chr6:152176393-152180294:-	184.17	0	0	0	0	0
exo_circ_015139	chr6:35842534-35872728:-	0	0	0	0	229.969	0
exo_circ_015183	chr7:75561328-75573901:-	0	0	173.076	0	0	0
exo_circ_015230	chr9:109087172-109108570:-	0	0	0	0	159.978	0
exo_circ_015239	chr9:122853951-122854615:-	0	0	0	0	219.97	0
exo_circ_015257	chr9:83677726-83683066:-	0	0	0	0	169.977	0
exo_circ_015264	chr10:103373357-103380019:+	0	0	0	0	229.969	0
exo_circ_015296	chr11:108185231-108186569:-	0	0	0	0	179.976	0
exo_circ_015318	chr11:77693506-77698693:-	0	0	0	0	119.984	0
exo_circ_015437	chr15:70919049-70984257:+	0	0	0	0	119.984	0
exo_circ_015459	chr16:70463168-70465176:+	0	0	0	0	199.973	0
exo_circ_015462	chr16:81931496-81956879:+	0	0	0	0	89.988	0
exo_circ_015514	chr18:3163232-3164439:-	0	0	0	241.788	0	0
exo_circ_015529	chr19:19042710-19044074:+	0	0	76.923	0	0	0
exo_circ_015550	chr20:47529911-47583261:+	0	0	240.383	0	0	0
exo_circ_015566	chr22:28780947-28781172:+	0	0	0	0	139.981	0
exo_circ_015570	chr22:42574679-42577962:-	0	0	0	0	99.987	0
exo_circ_015583	chrX:19950752-19955506:-	0	0	192.307	0	0	0
exo_circ_015631	chr1:171523222-171527844:+	0	0	0	0	119.984	0
exo_circ_015681	chr1:235414432-235437474:+	0	0	124.999	0	0	0
exo_circ_015827	chr2:200935698-200941279:-	0	0	0	0	129.982	0
exo_circ_015920	chr2:99429839-99464985:-	0	0	105.769	0	0	0
exo_circ_015947	chr3:130980581-130999659:+	0	0	0	0	129.982	0
exo_circ_015957	chr3:138690999-138704493:-	0	0	0	0	129.982	0
exo_circ_015995	chr3:184315762-184317431:+	0	0	0	0	99.987	0
exo_circ_016183	chr5:128134240-128141981:+	0	0	0	0	99.987	0
exo_circ_016184	chr5:129104955-129173396:+	0	0	0	0	119.984	0
exo_circ_016239	chr5:55322326-55341771:+	0	0	0	0	119.984	0
exo_circ_016318	chr6:149738642-149743715:-	0	0	0	0	99.987	0
exo_circ_016370	chr6:6475611-6493138:-	0	0	0	0	109.985	0
exo_circ_016422	chr7:149019067-149021147:-	108.828	0	0	0	0	0
exo_circ_016455	chr7:73462790-73466401:-	0	0	124.999	0	0	0
exo_circ_016507	chr8:19820378-19837160:+	0	0	0	0	109.985	0
exo_circ_016518	chr8:38836161-38849049:+	0	0	0	0	119.984	0
exo_circ_016584	chr9:133925842-133939219:-	0	0	0	0	129.982	0
exo_circ_016811	chr12:110016387-110028642:+	0	0	0	0	99.987	0
exo_circ_016936	chr13:45405882-45411480:-	0	0	124.999	0	0	0
exo_circ_017181	chr16:67198337-67198637:-	117.199	0	0	0	0	0
exo_circ_017193	chr17:11608128-11619781:+	0	0	0	0	119.984	0
exo_circ_017349	chr19:3656404-3664914:-	0	0	0	0	99.987	0
exo_circ_017354	chr19:46320442-46329478:+	117.199	0	0	0	0	0
exo_circ_017384	chr20:37055552-37067121:-	0	0	0	0	99.987	0
exo_circ_017484	chrX:53616969-53627515:-	0	0	0	0	129.982	0
exo_circ_017501	chr22:29822334-29832342:-	0	0	192.307	0	0	0
exo_circ_017502	chr1:24531217-24533254:+	0	0	0	0	159.978	0
exo_circ_017503	chr5:172052928-172061268:-	0	0	307.691	0	0	0
exo_circ_017508	chr3:152414940-152447773:+	0	0	442.306	0	299.96	0
exo_circ_017510	chr1:151638887-151639119:+	711.565	0	0	0	0	0
exo_circ_017511	chr1:21001198-21050994:-	0	0	317.306	0	0	0
exo_circ_017512	chr9:36375933-36376127:-	0	0	0	0	139.981	0
exo_circ_017515	chr2:24060813-24063782:+	0	0	57.692	0	0	0
exo_circ_017516	chr2:241140520-241140753:-	8.371	0	0	886.557	169.977	0
exo_circ_017518	chr11:45862059-45872233:+	0	0	96.153	0	0	0
exo_circ_017519	chr12:57280357-57284056:-	0	0	115.384	0	0	0
exo_circ_017523	chr7:105062163-105066807:+	0	0	307.691	0	0	0
exo_circ_017524	chr8:91018389-91021404:-	0	0	134.615	0	0	0
exo_circ_017529	chr7:138504289-138538803:+	0	0	0	0	329.955	0
exo_circ_017536	chr3:47675474-47678311:-	0	0	346.152	0	0	0
exo_circ_017539	chr6:158282262-158314268:+	0	0	28.846	0	0	0
exo_circ_017540	chr7:138525240-138573642:+	0	0	201.922	0	0	0
exo_circ_017544	chr14:30918965-30956242:-	0	0	442.306	0	0	0
exo_circ_017545	chr14:50640749-50645014:-	0	0	0	0	139.981	0
exo_circ_017550	chr1:100906851-100921841:+	0	0	0	0	49.993	0
exo_circ_017560	chr9:6420911-6421142:+	0	0	0	0	589.92	0
exo_circ_017565	chr2:171448680-171458075:+	0	0	0	0	239.968	0
exo_circ_017568	chr11:77693506-77702495:-	0	0	76.923	0	0	0
exo_circ_017571	chr12:89459637-89472275:-	602.737	0	0	0	0	0
exo_circ_017575	chr1:155415743-155459898:-	0	0	86.538	0	0	0
exo_circ_017579	chr4:139116648-139139497:-	0	0	403.844	0	0	0
exo_circ_017583	chr8:42048377-42049707:-	0	0	0	0	149.98	0
exo_circ_017586	chr12:1289851-1371977:+	0	0	471.152	0	0	0
exo_circ_017599	chr2:233449981-233452060:+	0	0	28.846	0	0	0
exo_circ_017600	chr2:241704652-241712071:+	0	0	38.461	0	0	0
exo_circ_017612	chr19:11120091-11120522:+	0	0	0	0	179.976	0
exo_circ_017613	chr19:11178344-11178720:-	0	0	182.691	225.669	0	0
exo_circ_017614	chr19:45280373-45280734:+	0	0	0	0	59.992	0
exo_circ_017618	chr1:26457790-26460144:+	502.281	0	0	0	0	0
exo_circ_017621	chr4:37631384-37635123:-	0	0	221.153	0	169.977	0
exo_circ_017625	chr7:93291702-93297243:+	0	0	0	0	319.957	0
exo_circ_017633	chr22:32478980-32485209:+	0	0	67.307	0	0	0
exo_circ_017638	chr3:56563683-56567053:+	0	0	423.075	0	0	0
exo_circ_017644	chr6:57152220-57161152:+	0	0	38.461	0	0	0
exo_circ_017646	chr7:37948839-37950392:+	0	0	0	0	229.969	0
exo_circ_017647	chr7:66286510-66286709:+	351.597	0	0	0	89.988	0
exo_circ_017649	chr9:36375933-36390616:-	0	0	76.923	0	0	0
exo_circ_017651	chr10:829384-845055:-	0	0	528.844	0	0	0
exo_circ_017656	chr13:98504914-98519473:-	0	0	0	507.755	0	0
exo_circ_017657	chr15:25405460-25415842:-	0	0	461.536	0	0	0
exo_circ_017667	chr1:21002712-21050994:-	0	0	0	0	29.996	0
exo_circ_017668	chr1:246726891-246740301:+	0	0	0	0	79.989	0
exo_circ_017675	chr2:9344531-9350895:+	0	0	153.845	0	0	0
exo_circ_017677	chr3:47661293-47678311:-	0	0	0	0	259.965	0
exo_circ_017687	chr8:130118160-130126089:-	0	0	317.306	0	159.978	0
exo_circ_017688	chr8:38247712-38253718:+	0	0	0	0	369.95	0
exo_circ_017689	chr9:33953284-34017189:-	0	0	374.998	0	0	0
exo_circ_017701	chr16:11120614-11126146:+	544.138	0	0	0	0	0
exo_circ_017708	chr1:205268949-205269884:+	0	0	346.152	0	0	0
exo_circ_017719	chr5:150541569-150545486:+	0	0	336.537	0	0	0
exo_circ_017722	chr6:131199460-131219808:+	0	0	192.307	0	0	0
exo_circ_017724	chr6:75702644-75711416:+	0	0	394.229	0	0	0
exo_circ_017725	chr7:130116444-130129576:+	0	0	0	0	119.984	0
exo_circ_017740	chr16:18849216-18850467:-	0	0	0	0	759.897	0
exo_circ_017750	chr1:202157738-202158248:-	0	564.299	0	0	0	0
exo_circ_017755	chr2:214752446-214792445:-	0	0	153.845	0	0	0
exo_circ_017756	chr2:227491546-227524915:+	0	0	192.307	0	0	0
exo_circ_017758	chr3:121726912-121730973:-	0	0	0	0	9.999	0
exo_circ_017761	chr3:185527483-185535132:-	0	0	0	0	309.958	0
exo_circ_017764	chr3:56666259-56673725:-	0	0	0	0	299.96	0
exo_circ_017767	chr6:18215006-18217885:+	0	0	0	0	9.999	0
exo_circ_017768	chr7:149074385-149080717:-	0	0	0	0	109.985	0
exo_circ_017772	chr8:131940498-131946633:+	0	0	480.767	0	0	0
exo_circ_017785	chr12:19358227-19366109:+	83.714	0	0	0	0	0
exo_circ_017794	chr16:67036638-67082339:+	0	0	0	0	239.968	0
exo_circ_017796	chr17:29451454-29480481:+	0	0	0	0	319.957	0
exo_circ_017805	chr21:33602233-33603537:-	435.31	0	0	0	0	0
exo_circ_017806	chr1:202773117-202777094:-	0	0	298.075	0	0	0
exo_circ_017807	chr1:35478965-35479212:-	0	0	0	0	369.95	0
exo_circ_017832	chr8:690897-692612:-	326.483	0	0	0	0	0
exo_circ_017835	chr9:33941648-33948587:-	0	0	0	0	179.976	0
exo_circ_017838	chr10:11955231-11964125:-	0	0	0	0	339.954	0
exo_circ_017852	chr17:29451454-29543139:+	0	0	259.614	0	0	0
exo_circ_017856	chr20:44972077-44995257:+	0	0	0	338.504	0	0
exo_circ_017872	chr2:37003541-37007304:-	0	0	0	0	269.964	0
exo_circ_017878	chr4:127669035-127687867:+	0	0	355.768	0	0	0
exo_circ_017880	chr5:134777573-134783065:+	0	0	96.153	0	0	0
exo_circ_017884	chr6:17828239-17834071:-	0	0	0	0	309.958	0
exo_circ_017886	chr7:155737529-155745602:+	0	0	0	0	179.976	0
exo_circ_017887	chr7:32543140-32559464:+	0	0	9.615	0	0	0
exo_circ_017914	chr18:69895700-69896041:-	0	0	240.383	0	0	0
exo_circ_017919	chrX:118387339-118398470:+	0	0	0	0	69.991	0
exo_circ_017922	chr1:179986168-179997175:+	0	0	211.537	0	0	0
exo_circ_017923	chr1:179986168-180006567:+	0	0	0	0	249.966	0
exo_circ_017934	chr3:11809516-11829864:-	0	0	0	0	309.958	0
exo_circ_017937	chr3:15028585-15030452:+	410.196	0	0	0	0	0
exo_circ_017945	chr5:37165538-37167213:-	0	0	278.845	0	0	0
exo_circ_017949	chr7:135393917-135398226:-	0	0	269.229	0	0	0
exo_circ_017950	chr7:8055432-8071131:+	661.337	0	0	0	0	0
exo_circ_017962	chr13:40559508-40560860:-	0	0	0	0	289.961	0
exo_circ_017967	chr15:50471632-50477499:+	0	0	0	354.623	0	0
exo_circ_017969	chr15:65877331-65877955:+	0	0	0	0	359.951	0
exo_circ_017971	chr16:4996347-4997044:+	0	0	230.768	0	0	0
exo_circ_017976	chr19:47362475-47362693:+	0	0	0	0	39.995	0
exo_circ_017979	chrX:107840669-107854704:+	0	0	144.23	0	0	0
exo_circ_017983	chr1:10467189-10469338:-	0	0	0	0	289.961	0
exo_circ_017991	chr1:77803269-77807101:+	0	0	163.461	0	0	0
exo_circ_017996	chr2:71426459-71431428:+	0	0	115.384	338.504	0	0
exo_circ_017998	chr3:37058789-37083806:-	0	0	163.461	0	0	0
exo_circ_018011	chr6:38078039-38082457:+	0	0	0	0	199.973	0
exo_circ_018025	chr9:92975237-92976709:+	0	0	0	0	249.966	0
exo_circ_018026	chr9:93471140-93497599:+	0	0	0	0	429.942	0
exo_circ_018030	chr10:68747373-68747566:+	0	0	288.46	0	119.984	0
exo_circ_018034	chr12:1754257-1754514:+	0	0	490.382	0	0	0
exo_circ_018040	chr13:32078833-32117473:+	0	0	259.614	0	0	0
exo_circ_018042	chr14:50145169-50150230:-	0	0	0	56.417	0	0
exo_circ_018056	chr19:7382791-7383203:+	0	0	346.152	0	0	0
exo_circ_018058	chr20:58418210-58441083:+	0	0	0	0	149.98	0
exo_circ_018059	chrX:118392631-118398470:+	0	0	0	0	89.988	0
exo_circ_018060	chrY:19739527-19741857:-	0	0	259.614	0	0	0
exo_circ_018061	chr1:154225083-154246375:+	0	0	249.999	0	0	0
exo_circ_018074	chr1:62803718-62805255:+	0	0	0	0	19.997	0
exo_circ_018091	chr4:55999301-55999645:+	0	0	105.769	0	0	0
exo_circ_018092	chr4:74174505-74201370:+	0	0	0	0	399.946	0
exo_circ_018093	chr5:108832769-108872212:+	0	0	384.614	0	0	0
exo_circ_018102	chr6:36894503-36902434:+	0	0	0	0	149.98	0
exo_circ_018115	chr9:98099930-98100164:-	0	0	0	0	259.965	0
exo_circ_018116	chr10:110881232-110890670:+	0	0	134.615	0	0	0
exo_circ_018119	chr10:5709529-5714207:+	0	0	0	0	239.968	0
exo_circ_018120	chr10:67887416-67891554:+	0	0	38.461	0	0	0
exo_circ_018126	chr12:101714089-101716812:+	0	0	326.922	0	0	0
exo_circ_018128	chr12:26621122-26632059:-	0	0	134.615	0	0	0
exo_circ_018132	chr13:20064450-20067390:+	0	0	365.383	0	0	0
exo_circ_018141	chr15:68141945-68153695:+	41.857	0	0	0	0	0
exo_circ_018142	chr16:21612644-21625115:+	0	0	365.383	0	0	0
exo_circ_018158	chr1:223798214-223798677:-	0	0	0	0	179.976	0
exo_circ_018169	chr2:61343814-61350693:-	0	0	519.228	0	0	0
exo_circ_018183	chr5:108832769-108883518:+	0	0	0	0	89.988	0
exo_circ_018184	chr5:122795265-122803613:+	167.427	0	0	0	399.946	0
exo_circ_018189	chr5:143054438-143147381:+	0	0	211.537	0	0	0
exo_circ_018190	chr5:145665253-145671554:-	0	0	0	274.027	129.982	0
exo_circ_018192	chr5:40771718-40777586:-	0	0	249.999	0	0	0
exo_circ_018196	chr6:87215902-87233527:+	0	0	384.614	0	239.968	0
exo_circ_018206	chr9:128522667-128523846:+	175.798	0	0	0	0	0
exo_circ_018211	chr9:89328659-89328886:+	0	0	0	0	359.951	0
exo_circ_018220	chr11:87067693-87071615:+	0	0	730.766	0	0	0
exo_circ_018225	chr12:132507251-132508350:+	0	0	115.384	0	0	0
exo_circ_018234	chr14:21500494-21501903:-	0	0	0	0	259.965	0
exo_circ_018243	chr16:30494211-30494850:+	0	0	0	0	219.97	0
exo_circ_018244	chr16:8929368-8930397:-	0	0	221.153	0	0	0
exo_circ_018250	chr17:61919399-61925099:-	0	0	0	0	89.988	0
exo_circ_018251	chr17:62029540-62063222:-	0	0	596.151	0	0	0
exo_circ_018254	chr18:9775277-9815222:+	0	0	0	0	209.972	0
exo_circ_018255	chr19:14039507-14039910:+	0	0	0	0	289.961	0
exo_circ_018261	chr22:45700281-45740538:+	0	0	0	0	89.988	0
exo_circ_018283	chr2:105296355-105298705:-	0	0	0	0	219.97	0
exo_circ_018286	chr2:15275483-15277101:-	0	0	0	0	429.942	0
exo_circ_018315	chr7:24623665-24680520:+	0	0	0	0	399.946	0
exo_circ_018319	chr8:123325892-123337821:-	0	0	182.691	0	0	0
exo_circ_018325	chr9:111410979-111416352:-	0	0	0	0	349.953	0
exo_circ_018333	chr10:4830674-4908420:+	0	0	192.307	0	0	0
exo_circ_018342	chr12:111525191-111552977:-	0	0	365.383	0	0	0
exo_circ_018353	chr14:50159430-50161609:-	0	0	0	394.921	0	0
exo_circ_018367	chr16:74457873-74463479:-	0	0	67.307	0	0	0
exo_circ_018368	chr16:75293909-75305182:-	0	0	230.768	0	0	0
exo_circ_018370	chr17:40395448-40396465:-	0	0	0	161.192	0	0
exo_circ_018379	chr20:35653527-35659014:-	0	0	0	0	99.987	0
exo_circ_018392	chr1:207815928-207817414:-	0	0	0	257.907	0	0
exo_circ_018397	chr1:37864311-37868614:-	0	0	0	0	89.988	0
exo_circ_018420	chr2:68567340-68612247:+	0	0	0	0	189.974	0
exo_circ_018437	chr5:131698916-131744690:-	0	0	346.152	0	0	0
exo_circ_018458	chr8:123231299-123231757:-	0	0	0	0	469.937	0
exo_circ_018459	chr8:41661429-41661941:-	0	0	0	0	329.955	0
exo_circ_018462	chr9:85585462-85633374:-	0	0	96.153	0	0	0
exo_circ_018463	chr10:121898840-121913893:-	0	0	0	0	129.982	0
exo_circ_018501	chr21:15864267-15874526:+	0	0	0	0	219.97	0
exo_circ_018513	chr1:212863724-212870168:+	0	0	0	0	99.987	0
exo_circ_018516	chr1:232460886-232471528:-	0	0	173.076	0	0	0
exo_circ_018525	chr2:152123765-152150229:-	619.48	0	0	0	0	0
exo_circ_018530	chr2:229836847-229860531:-	0	0	346.152	0	0	0
exo_circ_018539	chr3:47042560-47098081:-	0	0	0	0	389.947	0
exo_circ_018546	chr4:78826036-78861468:+	0	0	0	0	0	231.131
exo_circ_018549	chr4:88065373-88068061:+	0	0	0	0	199.973	0
exo_circ_018584	chr10:101797979-101813606:-	0	0	0	0	99.987	0
exo_circ_018592	chr10:45625950-45627105:-	0	0	173.076	0	0	0
exo_circ_018601	chr12:133191488-133192003:+	0	0	480.767	0	0	0
exo_circ_018614	chr17:29482196-29498521:+	0	0	249.999	0	0	0
exo_circ_018620	chr19:1147308-1154402:-	0	0	76.923	0	0	0
exo_circ_018622	chr19:3449013-3452666:+	0	0	173.076	0	0	0
exo_circ_018623	chr19:38119305-38119882:+	100.456	0	0	0	0	0
exo_circ_018627	chr20:49066191-49072697:+	0	0	259.614	0	0	0
exo_circ_018670	chr3:17372074-17428519:-	0	0	173.076	0	0	0
exo_circ_018671	chr3:183736717-183754365:+	535.767	0	0	0	0	0
exo_circ_018683	chr5:134535857-134552209:+	0	0	317.306	0	0	0
exo_circ_018684	chr5:151797226-151799313:+	0	0	0	0	239.968	0
exo_circ_018694	chr6:107920928-107921909:-	0	0	57.692	0	0	0
exo_circ_018713	chr8:25407982-25410202:+	0	0	0	0	239.968	0
exo_circ_018754	chr14:65721774-65724323:+	0	0	0	185.371	0	0
exo_circ_018758	chr14:80743074-80761613:-	0	0	326.922	0	0	0
exo_circ_018764	chr15:43335695-43349045:+	0	0	288.46	0	0	0
exo_circ_018768	chr16:47497398-47596531:+	0	0	0	0	279.962	0
exo_circ_018771	chr17:30837205-30840781:+	0	0	0	0	169.977	0
