exo_circ_ID	CircRNA	WhB1	WhB2	WhB3	WhB4	WhB5
NA	chr1:47287550-47287660:-	0	0	3.742	0	4.537
NA	chr1:47287550-47293544:-	0	0	3.742	9.684	18.146
NA	chr1:47280240-47301748:-	0	0	3.742	0	0
NA	chr1:47295764-47302346:-	0	0	3.742	0	0
NA	chr1:47289434-47304996:-	0	0	3.742	0	0
NA	chr1:47302233-47304996:-	0	0	3.742	0	18.146
NA	chr1:50596120-50606942:-	0	0	7.484	0	13.61
NA	chr1:50970357-50970497:+	0	0	3.742	0	0
NA	chr1:51361170-51399165:-	0	0	7.484	0	0
NA	chr1:51363865-51399165:-	0	0	3.742	0	0
NA	chr1:51394380-51447105:-	0	0	3.742	0	4.537
NA	chr1:51421785-51447105:-	0	0	3.742	0	0
NA	chr1:51463672-51468568:-	0	0	3.742	0	0
NA	chr1:51651990-51714079:+	0	0	3.742	0	0
NA	chr1:51765821-51765981:+	0	0	3.742	0	4.537
NA	chr1:51805509-51814089:-	0	0	3.742	0	0
NA	chr1:51800555-51814813:-	0	0	3.742	0	0
NA	chr1:52397684-52397863:-	0	0	3.742	0	0
NA	chr1:52941795-52961629:+	0	0	3.742	0	0
NA	chr1:53793228-53797144:-	0	0	3.742	0	0
NA	chr1:53800692-53809746:-	0	0	7.484	0	0
NA	chr1:53818970-53825936:-	0	0	3.742	0	0
NA	chr1:53803927-53832591:-	0	0	3.742	9.684	22.683
NA	chr1:53803927-53835620:-	0	0	3.742	0	0
NA	chr1:53860055-53878722:-	0	0	3.742	0	0
NA	chr1:53923903-53940097:-	0	0	41.165	0	31.756
NA	chr1:54721162-54728432:+	0	0	3.742	0	9.073
NA	chr1:55097597-55100964:-	0	0	3.742	0	0
NA	chr1:55129476-55132700:-	0	0	3.742	0	0
NA	chr1:55141615-55144203:-	0	0	3.742	0	0
NA	chr1:55165884-55171678:-	0	0	3.742	0	0
NA	chr1:58533952-58534331:-	0	0	7.484	9.684	0
NA	chr1:58690339-58692931:-	0	0	3.742	0	0
NA	chr1:59821857-59836935:+	0	0	3.742	0	0
NA	chr1:59828779-59843598:+	0	0	3.742	0	0
NA	chr1:59858984-59860328:+	0	0	3.742	9.684	0
NA	chr1:61383236-61404282:+	0	0	3.742	0	0
NA	chr1:61694696-61701025:-	0	0	3.742	19.368	13.61
NA	chr1:63370770-63371059:+	0	0	3.742	0	0
NA	chr1:63407061-63411331:+	0	0	3.742	0	0
NA	chr1:63402253-63419440:+	0	0	3.742	0	0
NA	chr1:63453917-63478833:-	0	0	7.484	0	0
NA	chr1:63551724-63561857:+	0	0	3.742	0	0
NA	chr1:64768655-64814840:+	0	0	3.742	0	0
NA	chr1:65364634-65384326:+	0	0	3.742	0	0
NA	chr1:65384192-65389627:+	0	0	3.742	19.368	0
NA	chr1:66625846-66643719:+	0	0	3.742	0	4.537
NA	chr1:66891153-66921401:-	0	0	3.742	0	0
NA	chr1:66963087-66970959:+	0	0	3.742	0	0
NA	chr1:66963087-66971736:+	0	0	3.742	0	0
NA	chr1:70151127-70152543:-	0	0	3.742	0	9.073
NA	chr1:70173464-70175982:-	0	0	7.484	0	0
NA	chr1:70221614-70246907:+	0	0	3.742	0	0
NA	chr1:70270855-70274818:-	0	0	7.484	9.684	0
NA	chr1:70276764-70296261:-	0	0	3.742	0	0
NA	chr1:70306223-70315566:-	0	0	7.484	0	0
NA	chr1:70313744-70315566:-	0	0	3.742	0	0
NA	chr1:70306223-70324957:-	0	0	3.742	0	0
NA	chr1:70415955-70418032:+	0	0	3.742	0	0
NA	chr1:75728400-75733628:+	0	0	3.742	0	0
NA	chr1:75810696-75815136:+	0	0	3.742	0	0
NA	chr1:77579526-77579628:-	0	0	3.742	0	0
NA	chr1:77717866-77718047:-	0	0	3.742	0	0
NA	chr1:77714613-77718641:-	0	0	7.484	0	9.073
NA	chr1:77715741-77718641:-	0	0	0	19.368	13.61
NA	chr1:77717866-77734416:-	0	0	3.742	0	0
NA	chr1:77730617-77740939:-	0	0	3.742	0	0
NA	chr1:77736055-77741429:-	0	0	3.742	0	0
NA	chr1:77858944-77860126:+	0	0	3.742	0	0
NA	chr1:77863893-77864028:+	0	0	7.484	0	0
NA	chr1:77935822-77936044:+	0	0	3.742	0	0
NA	chr1:77964061-77964162:-	0	0	3.742	0	0
NA	chr1:77962769-77967098:-	0	0	3.742	0	0
NA	chr1:78094951-78095132:+	0	0	3.742	0	0
NA	chr1:84214152-84214317:+	0	0	3.742	9.684	0
NA	chr1:85678700-85680904:-	0	0	3.742	0	0
NA	chr1:86372430-86376418:-	0	0	11.227	0	0
NA	chr1:86372430-86383196:-	0	0	14.969	0	13.61
NA	chr1:86384675-86385590:-	0	0	3.742	9.684	0
NA	chr1:88771420-88771879:+	0	0	3.742	0	9.073
NA	chr1:88804845-88807775:+	0	0	7.484	0	0
NA	chr1:88771662-88828623:+	0	0	3.742	0	0
NA	chr1:92088697-92129776:+	0	0	3.742	0	0
NA	chr1:92264553-92266492:-	0	0	3.742	0	0
NA	chr1:92266418-92266741:-	0	0	7.484	9.684	0
NA	chr1:93120548-93120894:+	0	0	3.742	0	0
NA	chr1:93127231-93129448:+	0	0	22.453	0	9.073
NA	chr1:93133702-93133980:+	0	0	7.484	0	0
NA	chr1:93186344-93193744:+	0	0	3.742	0	0
NA	chr1:93183359-93212261:+	0	0	7.484	0	9.073
NA	chr1:93226332-93226449:+	0	0	7.484	0	18.146
NA	chr1:93221608-93236390:+	0	0	3.742	0	0
NA	chr1:93236247-93239473:+	0	0	3.742	0	0
NA	chr1:93239309-93239473:+	0	0	3.742	0	0
NA	chr1:93246104-93254614:+	0	0	3.742	0	0
NA	chr1:93258747-93264901:+	0	0	3.742	0	0
NA	chr1:93499467-93533068:+	0	0	3.742	0	0
NA	chr1:93544106-93547441:+	0	0	3.742	0	0
NA	chr1:93549277-93549426:+	0	0	3.742	0	0
NA	chr1:94837710-94840037:+	0	0	3.742	0	0
NA	chr1:95140672-95148791:+	0	0	3.742	0	0
NA	chr1:100085535-100107553:-	0	0	7.484	0	4.537
NA	chr1:100119017-100122484:-	0	0	7.484	0	0
NA	chr1:100122379-100122484:-	0	0	7.484	0	0
NA	chr1:100136881-100144143:+	0	0	11.227	0	4.537
NA	chr1:100206229-100211124:-	0	0	3.742	0	0
NA	chr1:103541349-103543447:+	0	0	3.742	0	4.537
NA	chr1:107609930-107642755:-	0	0	3.742	0	0
NA	chr1:108756689-108772819:+	0	0	3.742	0	0
NA	chr1:108793581-108794907:+	0	0	14.969	9.684	0
NA	chr1:108796233-108798237:+	0	0	3.742	9.684	4.537
NA	chr1:108796619-108807549:+	0	0	3.742	0	0
NA	chr1:108807400-108807549:+	0	0	22.453	0	13.61
NA	chr1:108896863-108898101:+	0	0	3.742	0	0
NA	chr1:108918612-108922576:+	0	0	3.742	0	9.073
NA	chr1:108896863-108924214:+	0	0	3.742	0	0
NA	chr1:108981732-108983451:-	0	0	3.742	0	0
NA	chr1:109092889-109093021:+	0	0	3.742	0	0
NA	chr1:109171865-109172568:+	0	0	3.742	0	0
NA	chr1:110047541-110047869:+	0	0	3.742	0	0
NA	chr1:110345538-110345649:+	0	0	3.742	38.735	4.537
NA	chr1:110891391-110894401:+	0	0	3.742	0	4.537
NA	chr1:111159379-111161296:+	0	0	3.742	0	0
NA	chr1:111691333-111703476:+	0	0	11.227	0	9.073
NA	chr1:111691333-111706777:+	0	0	3.742	0	0
NA	chr1:112540778-112542090:-	0	0	7.484	0	4.537
NA	chr1:112581991-112582472:-	0	0	7.484	9.684	4.537
NA	chr1:112555867-112598086:-	0	0	3.742	0	0
NA	chr1:112578344-112616895:-	0	0	3.742	0	0
NA	chr1:112600793-112616895:-	0	0	3.742	0	0
NA	chr1:112600793-112618369:-	0	0	7.484	0	0
NA	chr1:113091317-113096365:+	0	0	11.227	0	4.537
NA	chr1:113091317-113098785:+	0	0	7.484	19.368	0
NA	chr1:113829591-113834993:-	0	0	3.742	0	0
NA	chr1:113834308-113838620:-	0	0	7.484	9.684	4.537
NA	chr1:114427176-114463236:-	0	0	3.742	0	0
NA	chr1:114594472-114595873:-	0	0	3.742	0	0
NA	chr1:114730257-114739890:-	0	0	3.742	0	0
NA	chr1:114734441-114739890:-	0	0	7.484	0	0
NA	chr1:114739691-114741673:-	0	0	3.742	0	0
NA	chr1:116062767-116062882:+	0	0	3.742	0	0
NA	chr1:117088800-117096299:+	0	0	3.742	0	0
NA	chr1:145784538-145788966:-	0	0	0	19.368	0
NA	chr1:145826819-145827005:+	0	0	3.742	0	0
NA	chr1:145828748-145833582:+	0	0	3.742	0	0
NA	chr1:145836814-145837596:+	0	0	11.227	0	0
NA	chr1:145994015-145994437:-	0	0	3.742	9.684	0
NA	chr1:145994543-145994800:-	0	0	7.484	0	9.073
NA	chr1:147161711-147166939:-	0	0	3.742	0	0
NA	chr1:147259836-147267518:+	0	0	3.742	0	0
NA	chr1:150150911-150151058:+	0	0	3.742	0	0
NA	chr1:150223185-150226795:-	0	0	7.484	0	4.537
NA	chr1:150229071-150229237:-	0	0	7.484	0	0
NA	chr1:150266532-150267202:-	0	0	3.742	0	0
NA	chr1:150408905-150417725:+	0	0	22.453	0	9.073
NA	chr1:150440922-150441958:+	0	0	3.742	0	0
NA	chr1:150417595-150444377:+	0	0	7.484	0	0
NA	chr1:150408905-150446401:+	0	0	3.742	0	0
NA	chr1:150441880-150446401:+	0	0	3.742	0	4.537
NA	chr1:150706552-150719538:-	0	0	3.742	0	0
NA	chr1:150816258-150818030:-	0	0	3.742	0	0
NA	chr1:151088189-151098002:+	0	0	7.484	0	0
NA	chr1:151097851-151103675:+	0	0	3.742	0	0
NA	chr1:151117391-151117516:+	0	0	3.742	0	0
NA	chr1:151411624-151430841:-	0	0	3.742	0	0
NA	chr1:151638887-151660862:+	0	0	3.742	0	0
NA	chr1:151638887-151666011:+	0	0	3.742	0	0
NA	chr1:153818790-153818922:-	0	0	3.742	0	0
NA	chr1:153817371-153828348:-	0	0	3.742	0	0
NA	chr1:153828012-153898982:-	0	0	3.742	0	0
NA	chr1:153951259-153955166:-	0	0	3.742	0	0
NA	chr1:154448124-154454581:+	0	0	11.227	29.051	0
NA	chr1:154551920-154552183:-	0	0	3.742	0	0
NA	chr1:155268009-155269716:-	0	0	7.484	0	0
NA	chr1:155341935-155342102:-	0	0	3.742	0	0
NA	chr1:155352705-155439068:-	0	0	3.742	0	0
NA	chr1:155725381-155731415:+	0	0	7.484	0	0
NA	chr1:155822285-155822476:-	0	0	3.742	0	4.537
NA	chr1:155921860-155923687:-	0	0	3.742	0	0
NA	chr1:156265780-156266678:-	0	0	3.742	0	0
NA	chr1:156745007-156745373:-	0	0	3.742	0	0
NA	chr1:156908915-156909036:+	0	0	3.742	0	0
NA	chr1:158613720-158620466:-	0	0	3.742	0	0
NA	chr1:158634542-158636034:-	0	0	11.227	9.684	4.537
NA	chr1:158620169-158640007:-	0	0	3.742	0	0
NA	chr1:158639869-158640007:-	0	0	3.742	0	0
NA	chr1:158639581-158642542:-	0	0	3.742	0	0
NA	chr1:158636640-158642976:-	0	0	3.742	0	0
NA	chr1:158638032-158642976:-	0	0	3.742	0	0
NA	chr1:158642410-158643425:-	0	0	3.742	0	9.073
NA	chr1:158613720-158647720:-	0	0	3.742	0	0
NA	chr1:158651366-158652653:-	0	0	3.742	0	9.073
NA	chr1:158653273-158653425:-	0	0	7.484	0	0
NA	chr1:158652466-158669786:-	0	0	0	0	4.537
NA	chr1:158653273-158669786:-	0	0	3.742	0	0
NA	chr1:158652466-158674675:-	0	0	3.742	0	0
NA	chr1:158666315-158683496:-	0	0	3.742	0	0
NA	chr1:158680582-158683496:-	0	0	26.196	0	4.537
NA	chr1:158683370-158683496:-	0	0	3.742	0	0
NA	chr1:158657476-158685347:-	0	0	3.742	0	4.537
NA	chr1:158677689-158685347:-	0	0	7.484	0	0
NA	chr1:158842133-158843415:+	0	0	3.742	0	0
NA	chr1:158842133-158844122:+	0	0	3.742	19.368	0
NA	chr1:159016532-159020529:+	0	0	3.742	0	0
NA	chr1:161846448-161846580:+	0	0	3.742	0	0
NA	chr1:161851721-161853323:+	0	0	3.742	0	0
NA	chr1:162287343-162300706:+	0	0	7.484	0	4.537
NA	chr1:163326074-163328907:+	0	0	3.742	0	0
NA	chr1:163336750-163345818:+	0	0	3.742	0	0
NA	chr1:163340363-163345818:+	0	0	3.742	0	0
NA	chr1:164807541-164807677:+	0	0	3.742	0	0
NA	chr1:164811989-164812149:+	0	0	3.742	0	0
NA	chr1:165695251-165695397:-	0	0	3.742	0	0
NA	chr1:165752101-165759584:-	0	0	3.742	38.735	0
NA	chr1:167303473-167332535:+	0	0	3.742	0	0
NA	chr1:167332469-167376155:+	0	0	3.742	0	0
NA	chr1:167683899-167697842:+	0	0	3.742	0	0
NA	chr1:167818071-167818267:-	0	0	3.742	0	0
NA	chr1:167878445-167880609:-	0	0	3.742	0	0
NA	chr1:168015780-168038488:+	0	0	3.742	0	0
NA	chr1:168065589-168066465:+	0	0	3.742	0	0
NA	chr1:168066376-168068463:+	0	0	3.742	0	9.073
NA	chr1:168229601-168235182:+	0	0	3.742	0	0
NA	chr1:169309969-169323283:-	0	0	7.484	0	0
NA	chr1:169287302-169324469:-	0	0	3.742	0	0
NA	chr1:169798856-169803309:+	0	0	3.742	0	0
NA	chr1:171512031-171513172:+	0	0	3.742	0	0
NA	chr1:171522176-171524965:+	0	0	3.742	0	0
NA	chr1:171579353-171579466:+	0	0	7.484	0	0
NA	chr1:171710713-171710814:-	0	0	3.742	0	0
NA	chr1:172553259-172557417:+	0	0	3.742	0	0
NA	chr1:172557643-172569142:+	0	0	3.742	0	0
NA	chr1:172569018-172570730:+	0	0	7.484	0	0
NA	chr1:172551511-172575623:+	0	0	3.742	0	0
NA	chr1:172557643-172575623:+	0	0	3.742	0	0
NA	chr1:172553259-172578389:+	0	0	11.227	0	0
NA	chr1:172555868-172589926:+	0	0	3.742	0	0
NA	chr1:172585017-172602787:+	0	0	3.742	0	4.537
NA	chr1:173811131-173811306:-	0	0	3.742	0	0
NA	chr1:173831534-173845291:+	0	0	0	0	4.537
NA	chr1:173941264-173952138:-	0	0	3.742	0	0
NA	chr1:173946475-173965120:-	0	0	3.742	0	0
NA	chr1:174220971-174252590:+	0	0	3.742	0	0
NA	chr1:174220971-174272480:+	0	0	3.742	0	0
NA	chr1:174272413-174275935:+	0	0	3.742	0	0
NA	chr1:174252443-174278779:+	0	0	3.742	0	0
NA	chr1:174699524-174699650:+	0	0	3.742	0	0
NA	chr1:174978806-174982905:+	0	0	3.742	0	0
NA	chr1:176135009-176184692:-	0	0	7.484	0	0
NA	chr1:176149005-176184692:-	0	0	0	0	9.073
NA	chr1:178877497-178906867:+	0	0	3.742	0	0
NA	chr1:178893918-178906867:+	0	0	3.742	9.684	0
NA	chr1:178897663-178906867:+	0	0	3.742	0	0
NA	chr1:179339437-179350431:+	0	0	3.742	0	0
NA	chr1:179850844-179865854:-	0	0	3.742	0	4.537
NA	chr1:179889312-179904022:+	0	0	3.742	0	0
NA	chr1:179889312-179908673:+	0	0	14.969	0	0
NA	chr1:179901301-179914054:+	0	0	3.742	0	0
NA	chr1:179990506-179990621:+	0	0	11.227	0	9.073
NA	chr1:179990506-180003287:+	0	0	0	0	9.073
NA	chr1:180024418-180048705:+	0	0	3.742	0	0
NA	chr1:180062219-180062366:+	0	0	3.742	0	0
NA	chr1:180787752-180811488:+	0	0	3.742	0	0
NA	chr1:182791247-182795840:+	0	0	3.742	0	0
NA	chr1:182791247-182803771:+	0	0	3.742	0	0
NA	chr1:182794355-182803771:+	0	0	3.742	9.684	0
NA	chr1:182803697-182806232:+	0	0	3.742	0	0
NA	chr1:182791247-182812213:+	0	0	0	9.684	0
NA	chr1:182794355-182812213:+	0	0	3.742	9.684	0
NA	chr1:182809842-182814858:+	0	0	3.742	0	0
NA	chr1:182843293-182855713:+	0	0	3.742	0	0
NA	chr1:182852232-182859117:+	0	0	3.742	0	0
NA	chr1:183473720-183512868:+	0	0	3.742	9.684	0
NA	chr1:183526595-183528027:+	0	0	3.742	0	0
NA	chr1:183549763-183550921:+	0	0	3.742	0	0
NA	chr1:184590738-184598461:+	0	0	11.227	29.051	9.073
NA	chr1:184708152-184717012:-	0	0	3.742	0	0
NA	chr1:185093060-185093276:+	0	0	0	0	4.537
NA	chr1:185139366-185151935:-	0	0	7.484	0	0
NA	chr1:185160832-185168398:+	0	0	14.969	0	0
NA	chr1:185166571-185175113:+	0	0	29.938	48.419	31.756
NA	chr1:185160832-185175118:+	0	0	43.036	0	0
NA	chr1:185160832-185202799:+	0	0	3.742	0	0
NA	chr1:185180390-185214655:+	0	0	7.484	0	22.683
NA	chr1:185206624-185231708:+	0	0	3.742	0	0
NA	chr1:185214506-185276668:+	0	0	11.227	38.735	0
NA	chr1:185301433-185305643:-	0	0	3.742	0	0
NA	chr1:185307013-185307139:-	0	0	0	9.684	4.537
NA	chr1:185309382-185311322:-	0	0	3.742	9.684	0
NA	chr1:186333121-186334533:-	0	0	3.742	0	0
NA	chr1:186335337-186341389:-	0	0	3.742	0	0
NA	chr1:186341251-186341389:-	0	0	3.742	0	4.537
NA	chr1:186346134-186347458:-	0	0	3.742	0	0
NA	chr1:186343325-186355558:-	0	0	3.742	0	0
NA	chr1:186357396-186357623:-	0	0	3.742	0	0
NA	chr1:186355409-186358650:-	0	0	3.742	0	0
NA	chr1:186360764-186361869:-	0	0	3.742	0	0
NA	chr1:186353687-186363445:-	0	0	3.742	0	0
NA	chr1:186362836-186363445:-	0	0	3.742	0	0
NA	chr1:186398312-186411893:+	0	0	3.742	0	0
NA	chr1:193020306-193021195:-	0	0	7.484	0	0
NA	chr1:193028084-193029309:-	0	0	11.227	0	0
NA	chr1:193029178-193029309:-	0	0	48.649	29.051	22.683
NA	chr1:193021096-193029449:-	0	0	3.742	9.684	0
NA	chr1:193029178-193029449:-	0	0	7.484	0	0
NA	chr1:193125111-193125217:+	0	0	14.969	0	0
NA	chr1:193135536-193138173:+	0	0	7.484	0	0
NA	chr1:193125111-193142066:+	0	0	3.742	0	0
NA	chr1:193130173-193147965:+	0	0	7.484	29.051	0
NA	chr1:193203794-193233154:+	0	0	11.227	0	0
NA	chr1:193212064-193236356:+	0	0	18.711	0	0
NA	chr1:197090849-197093261:-	0	0	3.742	0	0
NA	chr1:197121914-197122595:-	0	0	3.742	0	0
NA	chr1:197539963-197541015:-	0	0	14.969	9.684	0
NA	chr1:197652234-197658369:-	0	0	3.742	0	4.537
NA	chr1:198220998-198232637:+	0	0	11.227	0	18.146
NA	chr1:198706733-198718302:+	0	0	3.742	0	9.073
NA	chr1:198706733-198722476:+	0	0	3.742	0	0
NA	chr1:200554467-200555454:-	0	0	3.742	0	18.146
NA	chr1:200559329-200565669:-	0	0	3.742	0	0
NA	chr1:200575590-200575691:-	0	0	7.484	38.735	4.537
NA	chr1:200575590-200580383:-	0	0	11.227	0	0
NA	chr1:200575590-200586227:-	0	0	11.227	0	0
NA	chr1:200575590-200592240:-	0	0	3.742	0	0
NA	chr1:200565068-200593769:-	0	0	3.742	0	0
NA	chr1:200592079-200593769:-	0	0	7.484	0	0
NA	chr1:200580253-200600503:-	0	0	3.742	0	0
NA	chr1:200598236-200600503:-	0	0	3.742	0	0
NA	chr1:200600355-200602068:-	0	0	7.484	0	0
NA	chr1:200589216-200603955:-	0	0	3.742	0	0
NA	chr1:200601895-200603955:-	0	0	3.742	0	0
NA	chr1:200603838-200608928:-	0	0	11.227	0	0
NA	chr1:200581200-200615609:-	0	0	3.742	0	0
NA	chr1:200589216-200615609:-	0	0	3.742	0	0
NA	chr1:201989389-201989531:+	0	0	3.742	0	0
NA	chr1:201996146-202001767:+	0	0	3.742	0	0
NA	chr1:202437820-202440788:+	0	0	3.742	0	0
NA	chr1:202564442-202567831:+	0	0	0	9.684	0
NA	chr1:202760414-202773288:-	0	0	3.742	0	0
NA	chr1:202774612-202774735:-	0	0	3.742	0	0
NA	chr1:202948303-202954307:-	0	0	3.742	0	0
NA	chr1:202963065-202963727:-	0	0	3.742	19.368	0
NA	chr1:203720548-203723988:+	0	0	3.742	0	0
NA	chr1:203722477-203723988:+	0	0	3.742	9.684	0
NA	chr1:204530683-204530817:+	0	0	3.742	0	0
NA	chr1:204532190-204538308:+	0	0	3.742	0	0
NA	chr1:204532190-204542944:+	0	0	7.484	0	0
NA	chr1:205619965-205623891:-	0	0	3.742	0	0
NA	chr1:206021048-206022267:-	0	0	7.484	9.684	0
NA	chr1:206484996-206487990:+	0	0	3.742	0	0
NA	chr1:206921817-206921945:-	0	0	3.742	0	0
NA	chr1:207065035-207068309:+	0	0	3.742	0	0
NA	chr1:211260107-211279316:+	0	0	3.742	0	9.073
NA	chr1:211274209-211279316:+	0	0	3.742	0	0
NA	chr1:211279237-211289396:+	0	0	3.742	0	0
NA	chr1:211260107-211304140:+	0	0	3.742	0	0
NA	chr1:211260107-211312835:+	0	0	3.742	0	0
NA	chr1:211966429-212007449:-	0	0	3.742	0	0
NA	chr1:211987885-212021212:-	0	0	3.742	9.684	0
NA	chr1:212047296-212047417:+	0	0	3.742	0	0
NA	chr1:212066811-212068703:+	0	0	3.742	0	0
NA	chr1:212068598-212080750:+	0	0	3.742	0	0
NA	chr1:212333496-212342280:+	0	0	11.227	0	4.537
NA	chr1:212333496-212349242:+	0	0	3.742	0	4.537
NA	chr1:213072869-213077816:+	0	0	3.742	0	22.683
NA	chr1:213071005-213117410:+	0	0	11.227	19.368	4.537
NA	chr1:214619128-214620946:+	0	0	3.742	0	0
NA	chr1:214614831-214622281:+	0	0	7.484	9.684	0
NA	chr1:214620654-214622281:+	0	0	3.742	0	0
NA	chr1:214622078-214643324:+	0	0	3.742	0	0
NA	chr1:215586494-215586685:+	0	0	3.742	0	0
NA	chr1:215619152-215619291:+	0	0	3.742	0	0
NA	chr1:217449248-217491750:-	0	0	3.742	0	0
NA	chr1:220001137-220005360:-	0	0	7.484	0	0
NA	chr1:220022346-220022518:-	0	0	11.227	19.368	0
NA	chr1:220022346-220025258:-	0	0	3.742	0	0
NA	chr1:220195297-220196398:-	0	0	7.484	0	0
NA	chr1:222718924-222725555:+	0	0	7.484	9.684	4.537
NA	chr1:222719262-222725555:+	0	0	3.742	0	0
NA	chr1:222725449-222725555:+	0	0	3.742	0	0
NA	chr1:222725449-222727257:+	0	0	11.227	0	0
NA	chr1:223784114-223800047:-	0	0	3.742	0	0
NA	chr1:223804173-223804348:-	0	0	3.742	0	0
NA	chr1:224231225-224233289:-	0	0	3.742	19.368	0
NA	chr1:224236505-224268133:-	0	0	3.742	0	0
NA	chr1:224275338-224275458:-	0	0	7.484	9.684	0
NA	chr1:224275338-224281185:-	0	0	7.484	0	4.537
NA	chr1:224365878-224365991:+	0	0	14.969	0	4.537
NA	chr1:224398096-224398593:-	0	0	7.484	9.684	13.61
NA	chr1:224398514-224399034:-	0	0	0	0	4.537
NA	chr1:224398514-224401069:-	0	0	3.742	0	0
NA	chr1:224402003-224411565:-	0	0	7.484	9.684	0
NA	chr1:224974090-225043789:+	0	0	3.742	0	0
NA	chr1:225002782-225043983:+	0	0	3.742	0	0
NA	chr1:225849911-225852769:-	0	0	3.742	0	0
NA	chr1:226266212-226266332:-	0	0	3.742	0	0
NA	chr1:226250838-226277932:-	0	0	3.742	0	0
NA	chr1:226286332-226286458:-	0	0	7.484	0	0
NA	chr1:226250838-226287797:-	0	0	7.484	0	13.61
NA	chr1:226286332-226295946:-	0	0	3.742	9.684	4.537
NA	chr1:226277774-226297813:-	0	0	3.742	0	0
NA	chr1:227016079-227023347:-	0	0	0	0	4.537
NA	chr1:227034654-227040236:-	0	0	3.742	0	0
NA	chr1:227033333-227048010:-	0	0	3.742	0	0
NA	chr1:227072207-227074012:-	0	0	3.742	0	0
NA	chr1:227160542-227213219:-	0	0	7.484	0	0
NA	chr1:227199556-227213219:-	0	0	11.227	0	4.537
NA	chr1:227747691-227748233:+	0	0	3.742	0	0
NA	chr1:229286485-229288843:+	0	0	18.711	0	13.61
NA	chr1:229286485-229303888:+	0	0	3.742	0	0
NA	chr1:229326737-229327006:-	0	0	3.742	0	0
NA	chr1:229444913-229460769:-	0	0	3.742	0	0
NA	chr1:229495494-229498306:-	0	0	22.453	0	13.61
NA	chr1:229530198-229542371:-	0	0	7.484	0	0
NA	chr1:230659463-230660823:+	0	0	7.484	0	4.537
NA	chr1:230911469-230923933:-	0	0	3.742	0	0
NA	chr1:230911469-230925647:-	0	0	3.742	0	0
NA	chr1:231226738-231227068:-	0	0	3.742	9.684	0
NA	chr1:231269862-231276196:+	0	0	3.742	0	0
NA	chr1:231537212-231537327:+	0	0	3.742	0	0
NA	chr1:234374229-234374389:+	0	0	3.742	0	0
NA	chr1:235137876-235155112:-	0	0	7.484	0	0
NA	chr1:235172617-235177913:-	0	0	11.227	0	0
NA	chr1:235175183-235177913:-	0	0	3.742	0	0
NA	chr1:235213876-235219920:-	0	0	7.484	0	0
NA	chr1:235219792-235219968:-	0	0	3.742	0	0
NA	chr1:235240312-235252809:-	0	0	3.742	0	0
NA	chr1:235335241-235341778:+	0	0	11.227	0	0
NA	chr1:235419476-235427239:+	0	0	3.742	0	0
NA	chr1:235728075-235734659:-	0	0	3.742	0	0
NA	chr1:235741421-235741628:-	0	0	3.742	0	0
NA	chr1:235702746-235793612:-	0	0	3.742	0	0
NA	chr1:236824118-236829268:+	0	0	3.742	0	4.537
NA	chr1:236831965-236835687:+	0	0	3.742	0	0
NA	chr1:236873772-236874846:+	0	0	3.742	0	4.537
NA	chr1:241511966-241513713:-	0	0	3.742	0	0
NA	chr1:243304712-243341173:+	0	0	3.742	0	0
NA	chr1:243545509-243615161:-	0	0	3.742	0	0
NA	chr1:243613670-243615161:-	0	0	7.484	0	0
NA	chr1:244858728-244859374:-	0	0	3.742	0	0
NA	chr1:244862618-244862730:-	0	0	7.484	9.684	4.537
NA	chr1:246631893-246634587:+	0	0	0	0	13.61
NA	chr1:246631893-246642037:+	0	0	3.742	0	9.073
NA	chr1:246726891-246736055:+	0	0	18.711	0	9.073
NA	chr10:218454-221356:+	0	0	11.227	0	0
NA	chr10:842931-885760:-	0	0	3.742	0	0
NA	chr10:5426654-5429229:+	0	0	3.742	0	0
NA	chr10:5452357-5453560:+	0	0	3.742	0	0
NA	chr10:5714134-5717750:+	0	0	3.742	0	0
NA	chr10:5717658-5724533:+	0	0	3.742	0	0
NA	chr10:5773841-5796862:-	0	0	3.742	0	0
NA	chr10:5906036-5925492:+	0	0	3.742	0	0
NA	chr10:7188623-7227937:-	0	0	3.742	0	0
NA	chr10:7759889-7775799:-	0	0	7.484	0	0
NA	chr10:7778837-7780307:-	0	0	3.742	0	0
NA	chr10:7780055-7780307:-	0	0	14.969	48.419	0
NA	chr10:11481769-11481922:-	0	0	3.742	0	0
NA	chr10:11525385-11527567:-	0	0	11.227	9.684	9.073
NA	chr10:11942664-11943168:-	0	0	3.742	0	0
NA	chr10:11967340-11967454:-	0	0	0	9.684	0
NA	chr10:11997671-12000009:-	0	0	7.484	0	0
NA	chr10:12001675-12001825:-	0	0	7.484	0	0
NA	chr10:11999905-12014184:-	0	0	3.742	0	0
NA	chr10:12209966-12237266:+	0	0	3.742	0	0
NA	chr10:13108961-13110476:+	0	0	7.484	0	0
NA	chr10:13110179-13110476:+	0	0	3.742	0	0
NA	chr10:13109111-13112635:+	0	0	3.742	0	0
NA	chr10:13116266-13122487:+	0	0	18.711	19.368	9.073
NA	chr10:13118887-13127903:+	0	0	0	9.684	0
NA	chr10:13195040-13198807:+	0	0	3.742	0	0
NA	chr10:13197626-13201534:+	0	0	11.227	0	0
NA	chr10:13291830-13298245:-	0	0	3.742	0	0
