exo_circ_ID	CircRNA	HCC1	HCC2	HCC3	HCC4	HCC5	HCC6	HCC7	HCC8	HCC9	HCC10	HCC11	HCC12	HCC13	HCC14	HCC15	HCC16	HCC17	HCC18	HCC19	HCC20	HCC21
exo_circ_032659	chr1:88770351-88824386:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_032663	chr1:91501653-91529097:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.753	0
exo_circ_032671	chr1:95237347-95243313:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_032673	chr1:96777584-96785254:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032677	chr1:9922185-9932898:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_032678	chr2:106169076-106179592:+	0	0	0	0	0	0	0	0	0	46.589	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032679	chr2:10790718-10793202:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032685	chr2:11235701-11288449:-	0	0	0	0	0	0	0	0	0	46.589	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032686	chr2:112550865-112552816:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.48	0	0	0	0	0	0
exo_circ_032687	chr2:113843263-113875264:-	0	0	0	0	0	0	0	43.223	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032693	chr2:127486552-127523791:-	0	0	0	0	0	0	0	0	0	0	0	0	47.46	0	0	0	0	0	0	0	0
exo_circ_032701	chr2:143154507-143155655:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_032702	chr2:143602226-143606947:+	48.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032703	chr2:144394392-144396592:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_032711	chr2:15467328-15504213:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.005
exo_circ_032713	chr2:156496043-156550746:+	0	0	0	0	56.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032714	chr2:158533179-158625427:+	0	0	0	0	0	0	51.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032715	chr2:158577270-158588987:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032720	chr2:159747804-159759358:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.753	0
exo_circ_032724	chr2:168469151-168471848:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.803	0	0	0
exo_circ_032725	chr2:168828157-168843117:+	0	0	0	0	0	0	0	43.223	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032727	chr2:168944604-168964308:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.16	0	0	0	0	0
exo_circ_032728	chr2:169482250-169499620:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_032729	chr2:169891164-169914146:+	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032731	chr2:169942492-169950065:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.005
exo_circ_032735	chr2:172489484-172498100:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_032743	chr2:181481597-181511775:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_032744	chr2:181495370-181498777:+	0	50.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032745	chr2:181509657-181525291:+	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032750	chr2:189711048-189728420:+	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032752	chr2:189719571-189741451:+	0	0	0	0	0	0	44.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032753	chr2:189728659-189738682:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.889	0	0	0	0
exo_circ_032754	chr2:189750549-189754064:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032756	chr2:191693202-191693554:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032758	chr2:197110765-197122792:-	0	0	0	0	0	0	0	0	0	0	0	0	0	43.145	0	0	0	0	0	0	0
exo_circ_032759	chr2:200439121-200440784:+	0	0	0	0	0	0	0	0	0	0	0	48.224	0	0	0	0	0	0	0	0	0
exo_circ_032760	chr2:200893245-200895390:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.975	0	0	0	0	0	0
exo_circ_032763	chr2:202779389-202786007:-	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032765	chr2:203130317-203136774:+	0	0	0	0	0	0	0	0	52.342	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032766	chr2:203138161-203166297:+	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032768	chr2:203172728-203180512:+	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032769	chr2:203366876-203411371:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.975	0	0	0	0	0	0
exo_circ_032771	chr2:203411284-203427269:+	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032772	chr2:206007283-206086042:-	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032775	chr2:207560225-207577224:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_032777	chr2:210075551-210154611:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.48	0	0	0	0	0	0
exo_circ_032787	chr2:221482351-221501172:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.803	0	0	0
exo_circ_032793	chr2:230178156-230186143:-	0	0	0	0	0	0	0	0	0	0	0	48.224	0	0	0	0	0	0	0	0	0
exo_circ_032794	chr2:230245862-230248065:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_032800	chr2:236465504-236465710:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.586	0
exo_circ_032801	chr2:23762208-23834078:-	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032802	chr2:237973091-237973787:+	0	0	0	0	0	0	0	43.223	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032804	chr2:23976968-23984831:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032806	chr2:241233819-241249980:-	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032809	chr2:241463334-241475987:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_032819	chr2:30459551-30495665:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_032825	chr2:32501712-32549481:+	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032828	chr2:33257283-33315269:+	0	0	0	0	0	0	0	0	0	46.589	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032832	chr2:37032628-37058987:-	0	0	0	0	0	0	51.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032836	chr2:38313150-38318976:-	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032837	chr2:38813820-38815655:-	0	0	0	0	0	0	0	0	0	0	0	55.113	0	0	0	0	0	0	0	0	0
exo_circ_032841	chr2:38995122-39024137:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032846	chr2:43577021-43590954:-	0	0	0	52.716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032847	chr2:43745865-43759029:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.803	0	0	0
exo_circ_032850	chr2:47429741-47471062:+	0	0	0	0	0	0	0	0	0	0	0	0	0	43.145	0	0	0	0	0	0	0
exo_circ_032861	chr2:58159649-58204226:-	0	50.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032862	chr2:60768469-60771630:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.889	0	0	0	0
exo_circ_032863	chr2:61228644-61246477:-	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032864	chr2:61241559-61293550:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.503	0	0	0
exo_circ_032866	chr2:61259710-61281242:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032870	chr2:63962057-63981887:-	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032872	chr2:65431961-65432084:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.006	0	0
exo_circ_032876	chr2:68513079-68526242:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.006	0	0
exo_circ_032885	chr2:75679774-75690791:+	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032887	chr2:84525564-84553034:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_032888	chr2:85363096-85377474:+	0	0	0	0	0	0	0	0	52.342	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032889	chr2:85368685-85377474:+	0	0	0	0	0	0	0	0	0	0	0	41.335	0	0	0	0	0	0	0	0	0
exo_circ_032890	chr2:85619219-85641118:+	0	0	0	0	0	0	0	0	0	0	0	41.335	0	0	0	0	0	0	0	0	0
exo_circ_032892	chr2:86455084-86457071:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032894	chr2:9358755-9368519:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_032898	chr2:97841814-97908698:-	0	0	56.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032901	chr2:98635221-98640228:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032907	chr3:100384478-100386978:-	0	0	0	0	0	0	0	0	0	0	0	55.113	0	0	0	0	0	0	0	0	0
exo_circ_032910	chr3:101257528-101304312:-	0	0	0	0	0	0	0	0	52.342	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032912	chr3:105693493-105720250:-	0	0	0	0	0	0	0	0	0	0	0	41.335	0	0	0	0	0	0	0	0	0
exo_circ_032914	chr3:108553647-108554489:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032915	chr3:108616540-108637548:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032916	chr3:111897705-111913702:+	0	50.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032917	chr3:112112963-112130896:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_032920	chr3:113008170-113008430:-	0	0	0	0	0	0	0	0	0	0	0	48.224	0	0	0	0	0	0	0	0	0
exo_circ_032923	chr3:113566419-113593048:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.975	0	0	0	0	0	0
exo_circ_032927	chr3:119923372-120002239:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032929	chr3:121931125-121939495:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032931	chr3:122605935-122621611:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032932	chr3:122685184-122692543:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.753	0
exo_circ_032935	chr3:124735092-124744203:+	0	0	0	0	0	0	0	0	0	0	0	55.113	0	0	0	0	0	0	0	0	0
exo_circ_032940	chr3:125563697-125567595:-	0	44.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032944	chr3:132575771-132605205:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.005
exo_circ_032947	chr3:133953662-133973825:-	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032948	chr3:136477288-136502779:-	0	0	0	0	0	0	0	0	0	0	0	0	56.952	0	0	0	0	0	0	0	0
exo_circ_032951	chr3:138258951-138290639:+	0	0	0	0	0	0	0	0	0	46.589	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032953	chr3:138663905-138712304:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.48	0	0	0	0	0	0
exo_circ_032954	chr3:138704442-138714719:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032956	chr3:138712207-138737886:-	0	0	0	0	0	0	0	0	0	0	0	0	0	50.336	0	0	0	0	0	0	0
exo_circ_032957	chr3:141902135-141907274:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.889	0	0	0	0
exo_circ_032961	chr3:142397328-142414291:-	0	0	0	0	0	0	51.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032962	chr3:142748257-142748460:+	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032963	chr3:143034887-143043276:+	0	0	0	0	0	43.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032968	chr3:149141294-149162878:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_032973	chr3:15212103-15233973:+	0	0	0	0	0	0	0	0	0	0	0	55.113	0	0	0	0	0	0	0	0	0
exo_circ_032976	chr3:152325378-152335230:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_032978	chr3:152335110-152338673:+	0	0	0	0	0	0	0	0	52.342	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032979	chr3:15411244-15425089:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_032981	chr3:154300593-154309823:-	0	0	0	0	0	0	0	0	0	0	0	0	56.952	0	0	0	0	0	0	0	0
exo_circ_032982	chr3:155488659-155500794:-	0	0	0	0	0	0	0	0	52.342	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_032984	chr3:15555104-15555350:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.006	0	0
exo_circ_032985	chr3:155763496-155767669:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.006	0	0
exo_circ_032986	chr3:158122102-158136846:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.005	0	0
exo_circ_032990	chr3:158809178-158821653:+	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033001	chr3:171188701-171211241:-	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033002	chr3:172110584-172133546:+	0	0	0	0	0	0	0	0	0	0	0	55.113	0	0	0	0	0	0	0	0	0
exo_circ_033008	chr3:179201289-179204588:+	0	50.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033009	chr3:180935137-180951468:+	0	0	0	0	0	0	0	0	0	0	0	0	0	43.145	0	0	0	0	0	0	0
exo_circ_033011	chr3:183052158-183071357:-	0	0	0	0	0	43.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033012	chr3:183070998-183094605:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_033013	chr3:183192998-183207823:-	0	0	0	0	0	0	0	0	0	46.589	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033018	chr3:183959732-183963588:-	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033024	chr3:195301965-195307323:-	0	0	0	0	0	0	51.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033032	chr3:198035787-198042197:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_033034	chr3:20176600-20183804:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.503	0	0	0
exo_circ_033035	chr3:21436969-21511023:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_033039	chr3:28010469-28028603:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033041	chr3:32428805-32454542:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033050	chr3:39063049-39068859:+	0	0	0	0	0	0	0	0	0	0	0	0	0	50.336	0	0	0	0	0	0	0
exo_circ_033051	chr3:39900786-39901519:+	0	0	0	0	0	0	0	0	52.342	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033054	chr3:43299753-43311822:+	0	0	0	0	0	0	0	0	0	0	0	0	56.952	0	0	0	0	0	0	0	0
exo_circ_033058	chr3:45672689-45674411:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_033059	chr3:45703437-45719601:+	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033061	chr3:4676613-4768764:+	0	0	0	0	0	0	0	0	0	46.589	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033067	chr3:48543579-48550234:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.803	0	0	0
exo_circ_033069	chr3:48756378-48773108:-	0	0	0	0	0	0	0	0	0	0	0	0	0	50.336	0	0	0	0	0	0	0
exo_circ_033073	chr3:50068689-50075330:+	0	44.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033079	chr3:56593490-56594028:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_033092	chr3:69180898-69189952:-	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033094	chr3:71659441-71710484:-	0	0	0	0	0	0	0	0	0	0	0	55.113	0	0	0	0	0	0	0	0	0
exo_circ_033095	chr3:74285304-74336658:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.005	0	0
exo_circ_033099	chr4:101080531-101109078:-	0	0	0	47.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033100	chr4:101862525-101870644:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.909	0	0	0	0
exo_circ_033101	chr4:102664684-102669049:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033107	chr4:109913142-109945275:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.005
exo_circ_033112	chr4:112581662-112589874:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.006	0	0
exo_circ_033115	chr4:118797682-118805954:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_033118	chr4:122272159-122289192:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.975	0	0	0	0	0	0
exo_circ_033119	chr4:122301299-122309464:+	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033123	chr4:139889356-139943608:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.005
exo_circ_033126	chr4:143433490-143469277:+	0	0	0	0	0	0	0	0	52.342	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033127	chr4:145525731-145546924:+	0	0	0	0	0	0	0	43.223	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033135	chr4:147939824-147946704:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.005	0	0
exo_circ_033136	chr4:147939824-148023413:+	0	50.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033137	chr4:150198001-150203889:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033139	chr4:150916400-150916738:-	0	0	0	0	0	0	0	0	0	46.589	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033144	chr4:152411302-152411722:-	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033145	chr4:152427404-152482673:-	0	0	0	0	0	0	0	0	0	0	0	0	0	43.145	0	0	0	0	0	0	0
exo_circ_033146	chr4:153315484-153328670:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033147	chr4:153712469-153723294:+	0	0	0	0	0	43.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033148	chr4:156767772-156772893:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.889	0	0	0	0
exo_circ_033150	chr4:16075686-16076118:-	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033151	chr4:16174203-16213898:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.006	0	0
exo_circ_033152	chr4:16237951-16247785:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.899	0	0	0	0
exo_circ_033153	chr4:165989380-166014560:+	0	0	0	0	0	0	0	0	0	0	0	0	56.952	0	0	0	0	0	0	0	0
exo_circ_033154	chr4:166003390-166025431:+	0	0	0	0	56.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033157	chr4:169507036-169602678:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.975	0	0	0	0	0	0
exo_circ_033158	chr4:1744517-1744832:+	0	0	0	0	0	0	0	0	0	0	0	0	56.952	0	0	0	0	0	0	0	0
exo_circ_033169	chr4:25776276-25835323:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.803	0	0	0
exo_circ_033171	chr4:2657802-2716104:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_033172	chr4:2672120-2672372:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033174	chr4:3029200-3037511:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.67	0
exo_circ_033176	chr4:36294794-36316486:+	0	50.935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033177	chr4:39866860-39910338:-	0	44.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033178	chr4:40097226-40098696:+	0	0	0	0	0	0	44.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033182	chr4:41065575-41143142:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033184	chr4:42543916-42578387:-	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033190	chr4:48073934-48086637:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.889	0	0	0	0
exo_circ_033193	chr4:48527970-48540068:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.48	0	0	0	0	0	0
exo_circ_033194	chr4:48619273-48634490:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.006	0	0
exo_circ_033197	chr4:53389808-53399839:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.16	0	0	0	0	0
exo_circ_033200	chr4:55403235-55418164:+	0	0	0	0	0	0	0	0	0	0	0	48.224	0	0	0	0	0	0	0	0	0
exo_circ_033204	chr4:55974745-56011985:+	0	0	0	0	0	0	44.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033209	chr4:67638942-67646016:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.005
exo_circ_033212	chr4:71486947-71534388:+	0	0	0	0	0	0	0	0	0	0	0	55.113	0	0	0	0	0	0	0	0	0
exo_circ_033213	chr4:73987291-73987652:-	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033219	chr4:78282819-78337817:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.48	0	0	0	0	0	0
exo_circ_033221	chr4:78816485-78833687:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.806
exo_circ_033222	chr4:78878733-78884767:+	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033225	chr4:84803289-84821551:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.889	0	0	0	0
exo_circ_033230	chr4:98478684-98486884:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.005	0	0
exo_circ_033233	chr5:10377797-10381943:+	0	0	0	0	0	52.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033235	chr5:1057470-1065478:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.975	0	0	0	0	0	0
exo_circ_033236	chr5:108348398-108378726:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.005	0	0
exo_circ_033237	chr5:108798323-108835807:+	0	0	0	0	0	0	0	0	44.865	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033238	chr5:108820150-108835807:+	0	0	0	0	0	0	0	0	0	53.244	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033239	chr5:108954728-108959347:+	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033240	chr5:109815683-109830980:+	0	0	0	0	0	0	0	49.398	0	0	0	0	0	0	0	0	0	0	0	0	0
exo_circ_033242	chr5:113071093-113085310:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.48	0	0	0	0	0	0
exo_circ_033244	chr5:119196370-119197956:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.005	0	0
exo_circ_033248	chr5:122932270-122946159:+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.803	0	0	0
exo_circ_033253	chr5:131695404-131699002:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.005
